,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,8,0.0009680652889517813,4,9,37592,5896,10,1,0,3486,258,11,5896,101,9,3490,161,101,149,861,1010,822,1080
21,29,0.0006753528913419707,3,30,8769,13213,14,1,0,212,234,11,13213,59,12,215,1,59,152,1356,1508,846,1080
22,32,0.0010350452324252527,2,33,21998,15739,14,1,0,2720,548,11,15739,94,3,2722,60,94,213,1699,1912,519,1067
25,34,0.0009302423940758462,7,35,12179,16407,14,1,0,2888,559,11,16407,21,13,2895,74,21,169,1751,1920,517,1076
26,36,0.0011544919692817305,5,37,10138,17269,14,1,0,3707,247,11,17269,86,12,3712,95,86,145,1130,1275,833,1080
27,37,0.0013737754783587526,11,38,12523,17541,14,1,0,4000,391,11,17541,33,13,4011,113,33,207,1105,1312,689,1080
28,39,0.0011025942395993897,19,40,23125,17590,14,1,0,4040,508,11,17590,42,3,4059,117,42,213,1422,1635,572,1080
19,49,0.0007675666087999841,1,50,25197,20573,2,1,0,4266,230,11,20573,70,4,4267,103,70,140,749,889,850,1080
20,50,0.000548808884686184,4,51,25450,21062,2,1,0,5203,352,11,21062,52,4,5207,126,52,147,944,1091,728,1080
12,56,0.0007569565697872899,24,57,21432,23694,4,1,0,326,523,11,23694,66,3,350,14,66,217,1613,1830,557,1080
13,57,0.00062961895517532,3,58,19225,24054,4,1,0,1375,72,11,24054,82,2,1378,24,82,55,1086,1141,1008,1080
14,58,0.0009396645217673498,1,59,19561,24296,4,1,0,1995,203,11,24296,182,2,1996,29,182,125,1391,1516,865,1068
15,59,0.0006433474707879862,5,60,19617,24455,4,1,0,2091,463,11,24455,84,2,2096,41,84,194,753,947,617,1080
16,62,0.000559257923940341,3,63,20166,24840,4,1,0,3260,218,11,24840,50,2,3263,59,50,121,311,432,860,1078
17,63,0.000877953440614808,1,64,20253,25089,4,1,0,3394,152,11,25089,81,2,3395,71,81,106,395,501,928,1080
18,64,0.000799433477287859,4,65,20924,25424,4,1,0,4903,212,11,25424,91,2,4907,114,91,114,944,1058,868,1080
2,68,0.0009952744137765078,5,69,29948,25901,5,1,0,1986,572,11,25901,52,6,1991,27,52,108,0,108,393,965
3,70,0.00120019262138753,11,71,30059,25994,5,1,0,1988,498,11,25994,26,6,1999,30,26,127,0,127,581,1079
4,74,0.0005092911110783033,12,75,34489,26276,5,1,0,3509,580,11,26276,30,7,3521,61,30,223,0,223,500,1080
5,76,0.0012300548549742565,7,77,25575,27036,6,1,0,102,381,11,27036,85,5,109,4,85,177,1212,1389,699,1080
6,81,0.0012837895954388376,1,82,32845,27521,6,1,0,811,300,11,27521,47,7,812,23,47,162,962,1124,780,1080
7,84,0.0011151397159547306,1,85,33122,29064,6,1,0,1531,197,11,29064,23,7,1532,43,23,146,1222,1368,883,1080
8,87,0.00126273931703908,49,88,37033,29991,6,1,0,2034,224,11,29991,43,9,2083,63,43,55,604,659,154,378
9,93,0.0013714591708777382,9,94,27266,32744,7,1,0,290,278,11,32744,23,6,299,11,23,202,1472,1674,802,1080
10,94,0.0010772216392113997,8,95,28237,33029,7,1,0,1045,421,11,33029,62,6,1053,23,62,200,1675,1875,659,1080
11,103,0.0012887056289734606,47,104,6634,34488,7,1,0,3553,567,11,34488,22,10,3600,120,22,244,1676,1920,513,1080
1,109,0.0009141164937983367,17,110,5577,37364,9,1,0,2812,576,11,37364,68,10,2829,63,68,258,156,414,504,1080
54,138,0.0014183363382097892,9,139,56479,45319,13,1,0,1146,433,13,45319,20,3,1155,28,20,104,585,689,353,786
52,144,0.0008228067691131191,7,145,44992,49308,14,1,0,744,309,13,49308,39,13,751,1,39,115,1805,1920,771,1080
53,145,0.0011526868941327756,25,146,56700,49366,14,1,0,1149,401,13,49366,24,3,1174,4,24,215,810,1025,679,1080
44,151,0.0009353290084615137,1,152,60155,53231,2,1,0,146,242,13,53231,84,4,147,4,84,152,916,1068,838,1080
46,153,0.0014666730148260275,10,154,56514,53560,2,1,0,1063,316,13,53560,77,3,1073,31,77,110,0,110,764,1080
47,155,0.0009635458805509236,2,156,60934,53796,2,1,0,1075,320,13,53796,43,4,1077,40,43,177,833,1010,760,1080
48,156,0.0010380027555229267,3,157,61257,53974,2,1,0,1335,433,13,53974,68,4,1338,50,68,169,809,978,647,1080
50,161,0.0006437402441175616,2,162,62131,55252,2,1,0,3914,399,13,55252,71,4,3916,136,71,180,988,1168,681,1080
51,162,0.0008519114475667372,1,163,62510,55418,2,1,0,4415,173,13,55418,69,4,4416,142,69,99,735,834,907,1080
36,164,0.0012071886126034453,21,165,60565,56306,3,1,0,808,146,13,56306,109,4,829,9,109,105,1061,1166,934,1080
37,170,0.0011318266235159856,30,171,66455,59870,3,1,0,5755,345,13,59870,20,6,5785,125,20,164,163,327,213,558
38,171,0.000851384326208463,1,172,53562,60924,4,1,0,1002,195,13,60924,74,2,1003,92,74,134,359,493,885,1080
39,172,0.0007339973282650277,2,173,54600,61679,4,1,0,2718,193,13,61679,96,2,2720,208,96,121,628,749,887,1080
40,174,0.0006222863029865576,3,175,55419,62271,4,1,0,4407,200,13,62271,71,2,4410,320,71,122,1500,1622,880,1080
41,175,0.001031716349166436,1,176,55701,62758,4,1,0,5166,125,13,62758,63,2,5167,378,63,87,917,1004,955,1080
43,177,0.001101128049246109,3,178,55885,63322,4,1,0,5765,162,13,63322,58,2,5768,431,58,116,1208,1324,918,1080
30,188,0.0007026853348921341,3,189,67869,64022,5,1,0,2460,429,13,64022,53,7,2463,56,53,239,1013,1252,651,1080
31,191,0.0007551904188128665,12,192,65936,64379,5,1,0,4226,460,13,64379,34,6,4238,88,34,202,0,202,620,1080
32,200,0.0014837273037019653,11,201,65592,67966,7,1,0,2713,509,13,67966,37,6,2724,102,37,182,1738,1920,552,1061
33,203,0.0009767287830577313,17,204,65698,68559,7,1,0,3283,484,13,68559,34,6,3300,135,34,229,1144,1373,596,1080
34,204,0.0012194642675956526,16,205,65936,69201,7,1,0,4222,321,13,69201,22,6,4238,157,22,184,1007,1191,759,1080
35,205,0.00146311449444516,3,206,66044,69400,7,1,0,4539,520,13,69400,35,6,4542,168,35,188,1732,1920,560,1080
65,216,0.0014350583178070265,2,217,77192,81650,14,1,0,5965,84,15,81650,82,12,5967,45,82,72,730,802,996,1080
61,217,0.0012479211705348824,2,218,87997,82672,2,1,0,734,152,15,82672,57,4,736,10,57,90,144,234,928,1080
62,219,0.0007760415590524128,1,220,88402,82823,2,1,0,1588,213,15,82823,52,4,1589,18,52,124,884,1008,867,1080
63,220,0.001063216365406234,2,221,88569,82988,2,1,0,2102,214,15,82988,75,4,2104,21,75,143,637,780,866,1080
64,222,0.0011412416457757053,3,223,89433,83735,2,1,0,5119,203,15,83735,54,4,5122,69,54,107,676,783,877,1080
60,225,0.0009669650755250584,3,226,82557,87643,4,1,0,428,295,15,87643,65,2,431,9,65,160,870,1030,785,1080
55,227,0.0013139325941344635,13,228,91034,89910,5,1,0,1427,532,15,89910,22,6,1440,15,22,239,440,679,548,1080
56,231,0.0006935306346296262,3,232,94482,90259,5,1,0,4195,325,15,90259,36,7,4198,34,36,193,409,602,755,1080
