,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,9,0.0009130335454468482,25,10,29128,5347,10,1,0,1334,117,11,5347,203,9,1359,17,203,91,627,718,960,1077
11,18,0.0013649728955644224,27,19,12457,10134,12,1,0,2090,562,11,10134,82,13,2117,62,82,177,0,177,518,1080
14,24,0.0013657306068678536,7,25,8807,11541,13,1,0,132,311,11,11541,20,12,139,4,20,178,1212,1390,769,1080
15,25,0.0010742228872746506,8,26,8951,11595,13,1,0,276,352,11,11595,52,12,284,6,52,179,1095,1274,728,1080
16,29,0.0011787453579882533,9,30,11343,13472,13,1,0,5565,300,11,13472,68,12,5574,125,68,175,736,911,780,1080
12,31,0.0008277391101888452,12,32,12577,14083,14,1,0,2447,514,11,14083,37,13,2459,45,37,114,1806,1920,533,1047
13,33,0.0013163646632515782,20,34,12826,14600,14,1,0,3437,419,11,14600,29,13,3457,68,29,191,1021,1212,661,1080
5,36,0.0011970137930732735,3,37,8951,17810,3,1,0,281,118,11,17810,51,12,284,10,51,39,357,396,172,290
6,41,0.000982429455327013,9,42,17966,20184,4,1,0,367,478,11,20184,39,3,376,5,39,183,1737,1920,595,1073
7,42,0.0007152985494731039,1,43,16790,20488,4,1,0,1702,335,11,20488,74,2,1703,12,74,163,881,1044,745,1080
8,43,0.0008878200155876992,3,44,16846,20559,4,1,0,1874,344,11,20559,68,2,1877,19,68,209,1130,1339,736,1080
9,44,0.0013834627738670642,2,45,16904,20584,4,1,0,2241,617,11,20584,23,2,2243,23,23,249,1197,1446,463,1080
10,45,0.0013267122038206425,13,46,19809,20894,4,1,0,5227,320,11,20894,134,3,5240,41,134,131,1789,1920,734,1054
1,51,0.0014593858637801805,1,52,22948,21890,5,1,0,751,576,11,21890,24,6,752,27,24,211,0,211,504,1080
2,53,0.001318387609820297,11,54,23702,22288,5,1,0,3228,691,11,22288,23,6,3239,58,23,292,1001,1293,340,1031
3,64,0.0009255453880682787,7,65,23115,26892,7,1,0,1250,335,11,26892,792,6,1257,5,792,89,1831,1920,745,1080
4,68,0.0011990561560402113,28,69,6218,27874,7,1,0,3254,351,11,27874,22,10,3282,68,22,192,369,561,728,1079
18,149,0.0010557621085361918,28,150,99131,37035,10,1,0,759,324,13,37035,82,9,787,32,82,163,847,1010,756,1080
19,156,0.001307746436377052,6,157,93506,38385,10,1,0,1073,115,13,38385,69,7,1079,98,69,35,122,157,231,346
20,158,0.0013863790446526762,14,159,85197,38557,10,1,0,1063,129,13,38557,52,5,1077,104,52,36,71,107,241,370
21,167,0.000969421580028374,1,168,85434,39180,10,1,0,1860,124,13,39180,71,5,1861,148,71,35,100,135,229,353
22,170,0.0013838644535036837,12,171,85360,39234,10,1,0,1847,150,13,39234,47,5,1859,158,47,38,112,150,242,392
23,176,0.0010880315634854275,45,177,85747,40151,10,1,0,2437,233,13,40151,37,5,2482,214,37,83,157,240,284,517
24,183,0.001028223915028291,29,184,94311,40318,10,1,0,2455,213,13,40318,40,7,2484,227,40,70,131,201,250,463
25,188,0.0006668948900111207,47,189,91789,41343,10,1,0,3355,236,13,41343,54,6,3402,282,54,80,562,642,280,516
26,189,0.000841269914478379,3,190,43359,41464,10,1,0,3562,239,13,41464,64,11,3565,291,64,154,626,780,841,1080
113,193,0.0011457770838734153,24,194,51738,44172,12,1,0,427,355,13,44172,39,13,451,22,39,105,357,462,263,618
114,195,0.001334397673807219,11,196,59138,44339,12,1,0,400,501,13,44339,22,14,411,35,22,154,380,534,361,862
116,214,0.0013083632067546675,14,215,52255,46223,12,1,0,1207,481,13,46223,38,13,1221,153,38,124,0,124,598,1079
117,224,0.0013832857715324366,11,225,54860,47806,12,1,0,2217,603,13,47806,83,13,2228,279,83,239,279,518,477,1080
118,226,0.001256119397977989,9,227,55715,48160,12,1,0,2646,569,13,48160,97,13,2655,297,97,228,0,228,511,1080
119,229,0.0012777905073839055,20,230,55951,48631,12,1,0,2825,496,13,48631,100,13,2845,321,100,205,391,596,584,1080
120,231,0.0012678340101367482,6,232,63023,48738,12,1,0,2855,241,13,48738,58,14,2861,341,58,128,896,1024,839,1080
121,232,0.0013146083086556036,7,233,56508,49366,12,1,0,3483,510,13,49366,60,13,3490,376,60,207,106,313,570,1080
122,233,0.0013106439113795196,8,234,56561,49447,12,1,0,3653,532,13,49447,79,13,3661,383,79,215,27,242,548,1080
123,234,0.0013343105849441665,6,235,56628,49537,12,1,0,3744,357,13,49537,74,13,3750,389,74,176,77,253,723,1080
124,238,0.00125277500728572,8,239,57199,50051,12,1,0,4138,479,13,50051,61,13,4146,400,61,207,33,240,601,1080
125,241,0.0014075672171576096,9,242,58530,51167,12,1,0,5803,586,13,51167,21,13,5812,527,21,257,568,825,494,1080
130,243,0.0010791977098152264,4,244,58937,51436,13,1,0,104,263,13,51436,32,14,108,8,32,150,1056,1206,817,1080
131,247,0.0011455585754019224,11,248,98839,51856,13,1,0,706,292,13,51856,78,9,717,66,78,106,866,972,240,532
132,280,0.00124267883157529,4,281,50059,56923,13,1,0,3874,417,13,56923,78,12,3878,341,78,209,973,1182,663,1080
134,284,0.0012740069529210295,1,285,50349,57169,13,1,0,4158,271,13,57169,75,12,4159,359,75,161,1559,1720,809,1080
136,289,0.0012455090996162837,3,290,63727,57353,13,1,0,4349,301,13,57353,64,14,4352,376,64,193,852,1045,779,1080
137,294,0.0012967303130364347,6,295,64021,57853,13,1,0,4842,136,13,57853,70,14,4848,423,70,101,1665,1766,944,1080
126,308,0.0013552619188287607,11,309,74166,60539,14,1,0,1203,476,13,60539,90,3,1214,105,90,168,1752,1920,597,1073
128,317,0.0010977289287927537,13,318,53976,61385,14,1,0,1672,333,13,61385,36,13,1685,133,36,179,1741,1920,747,1080
129,328,0.0013760957568956901,16,329,55818,62794,14,1,0,2642,335,13,62794,40,13,2658,217,40,100,1820,1920,741,1076
17,363,0.0014473007687082172,40,364,76671,66727,15,1,0,2001,133,13,66727,40,3,2041,179,40,42,1175,1217,111,244
107,377,0.0007103327964138273,2,378,81274,69790,2,1,0,1836,76,13,69790,64,4,1838,36,64,59,464,523,1004,1080
108,384,0.0008569995207932998,1,385,82592,71052,2,1,0,3581,126,13,71052,68,4,3582,88,68,114,593,707,954,1080
109,387,0.0007826542394497704,3,388,82681,71142,2,1,0,3752,113,13,71142,88,4,3755,90,88,93,556,649,967,1080
110,390,0.0008262326239281738,3,391,83407,71834,2,1,0,4538,165,13,71834,70,4,4541,138,70,105,580,685,915,1080
111,391,0.0009538416858929557,1,392,83337,71905,2,1,0,4539,393,13,71905,70,4,4540,139,70,184,1035,1219,687,1080
112,394,0.0013765735526835114,3,395,84643,73072,2,1,0,5945,187,13,73072,87,4,5948,212,87,101,647,748,893,1080
72,397,0.0014721783593413464,31,398,58855,73222,3,1,0,72,262,13,73222,27,14,103,5,27,99,232,331,266,528
73,398,0.0008365117434354507,1,399,58937,73293,3,1,0,107,135,13,73293,56,14,108,11,56,47,447,494,148,283
74,399,0.0012979167086849405,8,400,58855,73357,3,1,0,95,141,13,73357,20,14,103,18,20,47,381,428,158,299
75,408,0.0011194839601411351,5,409,59808,74072,3,1,0,738,121,13,74072,23,14,743,83,23,36,363,399,173,294
76,412,0.0014903972152264173,10,413,80686,74969,3,1,0,1311,213,13,74969,41,4,1321,113,41,174,594,768,866,1079
77,413,0.001080634750779658,31,414,61274,75416,3,1,0,1556,125,13,75416,69,14,1587,137,69,40,468,508,147,272
78,415,0.0010872674726310821,9,416,61302,75586,3,1,0,1611,108,13,75586,62,14,1620,146,62,40,431,471,160,268
79,437,0.0012593241115789145,17,438,70003,76453,3,1,0,2021,337,13,76453,57,2,2038,200,57,203,1626,1829,743,1080
80,452,0.0013009869577526633,25,453,51875,80603,4,1,0,667,405,13,80603,71,13,692,19,71,159,1761,1920,675,1080
81,454,0.0011460713509956304,10,455,75347,80890,4,1,0,1477,456,13,80890,86,3,1487,39,86,199,1718,1917,624,1080
82,457,0.0010483368017260926,31,458,75817,81182,4,1,0,1584,416,13,81182,71,3,1615,57,71,168,1748,1916,664,1080
84,466,0.0008025440308576041,6,467,70225,81461,4,1,0,2210,358,13,81461,66,2,2216,74,66,176,954,1130,722,1080
86,467,0.00043528365920096255,1,468,70439,81762,4,1,0,2755,201,13,81762,66,2,2756,87,66,128,1323,1451,879,1080
87,468,0.000991299689961873,3,469,70375,81878,4,1,0,2698,181,13,81878,54,2,2701,91,54,113,1383,1496,899,1080
88,470,0.0006641451598538458,3,471,70515,82107,4,1,0,3206,290,13,82107,45,2,3209,110,45,182,1250,1432,790,1080
91,473,0.0008926595511711662,3,474,70859,82544,4,1,0,3396,95,13,82544,75,2,3399,119,75,68,1344,1412,985,1080
93,475,0.0007391881270629075,43,476,70984,82574,4,1,0,3470,456,13,82574,28,2,3513,127,28,227,1690,1917,592,1048
94,477,0.0009889486485807068,3,478,71290,82813,4,1,0,4041,231,13,82813,50,2,4044,138,50,141,1236,1377,849,1080
95,480,0.0006818254409881808,1,481,71666,83259,4,1,0,4355,265,13,83259,30,2,4356,158,30,192,889,1081,815,1080
96,481,0.0010689653026357136,22,482,71537,83283,4,1,0,4325,180,13,83283,20,2,4347,167,20,53,1504,1557,226,406
101,484,0.0006775611094237389,1,485,71963,83596,4,1,0,4678,110,13,83596,47,2,4679,186,47,82,1258,1340,970,1080
102,485,0.0007119877862510558,4,486,72025,83653,4,1,0,4719,224,13,83653,45,2,4723,193,45,140,1015,1155,856,1080
103,486,0.001294090797471101,4,487,72117,83752,4,1,0,4811,135,13,83752,95,2,4815,199,95,83,1177,1260,945,1080
104,487,0.0006105163634881098,1,488,72156,83824,4,1,0,4830,212,13,83824,69,2,4831,201,69,156,754,910,868,1080
105,489,0.0007878485688193683,1,490,72389,83959,4,1,0,5194,189,13,83959,74,2,5195,210,74,120,1162,1282,891,1080
106,490,0.0011936677045765586,1,491,72460,84052,4,1,0,5244,212,13,84052,86,2,5245,225,86,131,1125,1256,868,1080
42,494,0.0010473519166884855,1,495,87840,84960,5,1,0,701,412,13,84960,28,6,702,15,28,181,0,181,668,1080
43,495,0.001295389567087576,1,496,87917,84986,5,1,0,716,537,13,84986,25,6,717,17,25,158,0,158,543,1080
44,497,0.0013735864551372005,24,498,38090,85115,5,1,0,947,472,13,85115,20,10,971,24,20,137,0,137,608,1080
45,498,0.0007852305734357258,7,499,88699,85154,5,1,0,965,321,13,85154,38,6,972,25,38,197,0,197,759,1080
46,517,0.0007445224240832652,10,518,91370,85994,5,1,0,2902,542,13,85994,28,6,2912,105,28,162,0,162,538,1080
47,523,0.0009302613376872077,8,524,95884,86518,5,1,0,4311,242,13,86518,20,7,4319,142,20,206,1067,1273,838,1080
49,534,0.0012127449500698676,20,535,98624,87559,6,1,0,303,105,13,87559,43,9,323,5,43,36,500,536,113,218
50,551,0.0012049479127714505,15,552,85197,88528,6,1,0,1062,497,13,88528,57,5,1077,36,57,191,1393,1584,583,1080
51,559,0.0005783786779359893,11,560,85434,89480,6,1,0,1850,566,13,89480,62,5,1861,73,62,162,916,1078,348,914
53,561,0.0010232207822775678,3,562,93809,89550,6,1,0,1860,365,13,89550,69,7,1863,74,69,191,1729,1920,715,1080
55,563,0.0011952093576650961,1,564,93894,89979,6,1,0,1979,167,13,89979,68,7,1980,92,68,110,1283,1393,913,1080
57,565,0.0013867320599237672,8,566,94052,90638,6,1,0,2160,224,13,90638,65,7,2168,106,65,138,1106,1244,856,1080
58,566,0.0008508891481972256,35,567,85714,90715,6,1,0,2444,303,13,90715,43,5,2479,111,43,98,463,561,223,526
60,577,0.0012064147470693342,4,578,94311,90998,6,1,0,2480,231,13,90998,23,7,2484,118,23,131,1774,1905,849,1080
61,582,0.0012930391359326744,1,583,85927,91286,6,1,0,2649,230,13,91286,25,5,2650,135,25,145,1670,1815,850,1080
62,591,0.000944990240147194,14,592,86936,92573,6,1,0,5346,254,13,92573,21,5,5360,181,21,98,753,851,223,477
63,597,0.0013227342034971973,3,598,87427,92995,7,1,0,105,242,13,92995,32,6,108,1,32,191,1475,1666,827,1069
64,599,0.0013698678251462927,32,600,38090,93466,7,1,0,939,198,13,93466,29,10,971,40,29,134,1170,1304,882,1080
65,600,0.0012679640133381213,12,601,88699,93502,7,1,0,960,473,13,93502,35,6,972,43,35,225,1452,1677,597,1070
66,605,0.0013942978646254993,19,606,89066,93724,7,1,0,1645,507,13,93724,21,6,1664,58,21,194,297,491,405,912
67,606,0.0014116369222228438,16,607,89127,93765,7,1,0,1653,366,13,93765,24,6,1669,60,24,169,712,881,714,1080
68,612,0.0014895014678382207,2,613,40081,94036,7,1,0,2203,625,13,94036,53,10,2205,101,53,260,1516,1776,455,1080
70,617,0.0010974638690410918,12,618,91370,94519,7,1,0,2900,334,13,94519,31,6,2912,148,31,52,1868,1920,746,1080
71,627,0.0009681130966385852,1,628,86817,96760,7,1,0,5036,294,13,96760,61,5,5037,270,61,144,1295,1439,786,1080
27,636,0.0012442050678915947,6,637,36748,98537,9,1,0,274,637,13,98537,50,10,280,8,50,243,191,434,443,1080
28,638,0.0014884952996390413,6,639,37042,98805,9,1,0,673,600,13,98805,72,10,679,20,72,242,232,474,480,1080
29,643,0.0014271043939239926,5,644,88291,99113,9,1,0,886,403,13,99113,76,6,891,35,76,126,0,126,677,1080
30,645,0.001304818909696615,48,646,45317,99367,9,1,0,847,573,13,99367,49,12,895,47,49,219,0,219,507,1080
31,647,0.0014053026462043285,8,648,38316,99508,9,1,0,996,314,13,99508,51,10,1004,53,51,171,204,375,766,1080
33,650,0.0014797115286558544,11,651,88471,99580,9,1,0,994,426,13,99580,69,6,1005,55,69,183,445,628,654,1080
35,653,0.0014971660844912927,8,654,89193,100114,9,1,0,1700,545,13,100114,65,6,1708,76,65,209,287,496,535,1080
36,654,0.001078024355664385,7,655,39187,100201,9,1,0,1793,415,13,100201,52,10,1800,81,52,127,0,127,665,1080
37,662,0.0012968737376896178,8,663,40154,101355,9,1,0,2397,494,13,101355,72,10,2405,154,72,183,11,194,586,1080
38,663,0.0011760537809199563,49,664,91055,101429,9,1,0,2394,543,13,101429,73,6,2443,160,73,207,473,680,537,1080
