,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
25,0,0.0012240039053819565,5,1,24163,258,1,1,0,988,112,11,258,22,2,993,21,22,39,1634,1673,156,268
0,11,0.000582299316689775,36,12,34341,2211,10,1,0,743,231,11,2211,29,6,779,8,29,80,587,667,292,523
1,12,0.0005904190283028043,39,13,34389,2233,10,1,0,756,244,11,2233,21,6,795,9,21,89,593,682,289,533
2,13,0.0011953392061311912,3,14,40109,2852,10,1,0,2102,406,11,2852,20,9,2105,35,20,160,833,993,674,1080
3,14,0.0012398212981142307,26,15,40293,3255,10,1,0,2592,186,11,3255,81,9,2618,48,81,84,488,572,320,506
4,18,0.0012486782296574116,3,19,32190,3547,10,1,0,2753,137,11,3547,35,5,2756,64,35,40,49,89,215,352
55,26,0.0007945178878751688,6,27,11508,6219,11,1,0,4321,498,11,6219,246,12,4327,38,246,481,1196,1677,576,1074
40,28,0.0011958674212727346,15,29,38092,10811,12,1,0,2898,191,11,10811,40,7,2913,64,40,60,406,466,175,366
41,29,0.0011477306300321664,7,30,15453,11223,12,1,0,3124,371,11,11223,63,13,3131,76,63,184,0,184,709,1080
43,31,0.0013181172659611218,4,32,15592,11312,12,1,0,3304,461,11,11312,86,13,3308,78,86,182,0,182,619,1080
48,38,0.0014927928109755625,2,39,9674,14004,13,1,0,170,246,11,14004,22,12,172,4,22,143,1521,1664,834,1080
49,40,0.0011637046572356862,6,41,11066,15417,13,1,0,2987,394,11,15417,20,12,2993,66,20,184,1330,1514,686,1080
50,43,0.0013389461369645685,9,44,36855,17141,13,1,0,5629,357,11,17141,22,6,5638,130,22,196,1261,1457,723,1080
51,44,0.0012430634512148064,32,45,13616,17453,13,1,0,5859,352,11,17453,23,12,5891,152,23,111,684,795,251,603
52,45,0.0008790269693293147,12,46,13616,17518,13,1,0,5879,272,11,17518,37,12,5891,155,37,123,1400,1523,808,1080
53,48,0.0009018018999382932,18,49,30100,17778,13,1,0,5942,153,11,17778,77,3,5960,167,77,120,1145,1265,927,1080
54,49,0.0014505156486955876,23,50,13912,17836,13,1,0,5947,255,11,17836,52,12,5970,172,52,137,554,691,825,1080
44,52,0.0009270972234636588,13,53,16171,21118,14,1,0,4357,428,11,21118,49,13,4370,54,49,199,1721,1920,630,1058
45,53,0.0010051684302001453,1,54,11934,21290,14,1,0,4735,152,11,21290,49,12,4736,69,49,146,978,1124,922,1074
46,55,0.0009082685842137953,32,56,16932,21769,14,1,0,5457,343,11,21769,415,13,5489,73,415,206,802,1008,737,1080
47,62,0.0010410252963544571,20,63,29780,22324,14,1,0,5933,289,11,22324,28,3,5953,128,28,164,1015,1179,791,1080
30,65,0.001093819195194429,1,66,30198,24065,2,1,0,120,238,11,24065,70,4,121,1,70,132,1293,1425,842,1080
31,66,0.001076686460929291,2,67,30435,24305,2,1,0,1140,149,11,24305,70,4,1142,19,70,88,1003,1091,931,1080
32,67,0.0010756280092250876,1,68,30772,24672,2,1,0,2304,393,11,24672,68,4,2305,37,68,188,1166,1354,687,1080
33,68,0.0012386176604379814,20,69,14902,24800,2,1,0,2474,292,11,24800,52,13,2494,43,52,86,374,460,261,553
34,69,0.0008549376179856626,1,70,31046,25079,2,1,0,3071,519,11,25079,69,4,3072,50,69,213,1174,1387,561,1080
35,70,0.0009907590830017193,2,71,31178,25231,2,1,0,4141,237,11,25231,76,4,4143,56,76,146,703,849,843,1080
36,75,0.0009419460051934224,16,76,29465,25724,2,1,0,5663,314,11,25724,79,3,5679,82,79,177,843,1020,766,1080
37,77,0.0012384442817519625,34,78,29901,25839,2,1,0,5855,254,11,25839,102,3,5889,84,102,241,832,1073,823,1077
39,79,0.0008389547854577014,2,80,30100,26131,2,1,0,5958,641,11,26131,77,3,5960,103,77,274,128,402,439,1080
26,96,0.0008446163296041864,18,97,13616,29613,3,1,0,5873,122,11,29613,34,12,5891,165,34,35,394,429,174,296
27,101,0.0010997523071641052,38,102,13866,29934,3,1,0,5922,185,11,29934,33,12,5960,181,33,66,349,415,206,391
28,104,0.0005258430716068472,3,105,24677,30762,4,1,0,2309,235,11,30762,70,2,2312,28,70,140,1014,1154,845,1080
29,105,0.0010899259655521396,2,106,25583,31487,4,1,0,5284,262,11,31487,58,2,5286,81,58,156,1055,1211,818,1080
6,107,0.001376781005478364,1,108,34598,31834,5,1,0,1319,491,11,31834,67,6,1320,11,67,202,14,216,589,1080
7,108,0.0004764219706650199,2,109,37642,32027,5,1,0,2115,443,11,32027,54,7,2117,19,54,220,970,1190,637,1080
8,109,0.001446857401435507,9,110,35403,32289,5,1,0,2874,423,11,32289,26,6,2883,40,26,75,0,75,657,1080
9,110,0.0012479872295334661,10,111,35528,32343,5,1,0,3687,352,11,32343,32,6,3697,43,32,54,0,54,724,1076
10,113,0.0014393817393923932,3,114,36524,33652,5,1,0,5160,484,11,33652,27,6,5163,69,27,158,0,158,596,1080
11,114,0.0011079430540239749,35,115,36593,33674,5,1,0,5273,141,11,33674,21,6,5308,70,21,121,1394,1515,939,1080
12,115,0.0005403431730438206,37,116,2234,34316,6,1,0,735,302,11,34316,51,10,772,18,51,104,194,298,186,488
13,116,0.0008717557199455716,40,117,2303,34340,6,1,0,750,269,11,34340,23,10,790,20,23,91,193,284,160,429
14,117,0.001405618299373335,4,118,37260,34422,6,1,0,828,227,11,34422,33,7,832,22,33,142,1327,1469,853,1080
15,119,0.0013604764511200296,5,120,31926,34730,6,1,0,1857,281,11,34730,65,5,1862,40,65,127,1171,1298,799,1080
16,120,0.0011266691451664575,2,121,32028,34852,6,1,0,2119,314,11,34852,43,5,2121,45,43,171,1102,1273,766,1080
18,123,0.0012376816409850465,16,124,3174,35039,6,1,0,2495,208,11,35039,29,10,2511,48,29,66,231,297,194,402
19,125,0.0011948851442350153,1,126,32088,35255,6,1,0,2643,510,11,35255,53,5,2644,52,53,239,1442,1681,570,1080
20,129,0.0011635115619349195,9,130,32133,35396,6,1,0,2745,509,11,35396,33,5,2754,61,33,224,1150,1374,571,1080
21,132,0.0012120199422870671,3,133,38602,36352,6,1,0,4618,309,11,36352,40,7,4621,99,40,196,967,1163,771,1080
22,141,0.0011142797313181477,4,142,35297,37991,7,1,0,2679,452,11,37991,78,6,2683,37,78,214,1661,1875,628,1080
23,142,0.0011589209314842909,11,143,35528,38148,7,1,0,3686,310,11,38148,32,6,3697,57,32,154,1766,1920,770,1080
24,144,0.0012451196466966743,11,145,36593,38825,7,1,0,5297,348,11,38825,51,6,5308,86,51,146,1774,1920,732,1080
5,145,0.0010787879225588775,5,146,2683,40084,9,1,0,1792,491,11,40084,64,10,1797,26,64,207,162,369,589,1080
56,169,0.0011569596291488553,4,170,49128,45922,10,1,0,1151,191,13,45922,37,11,1155,63,37,136,720,856,889,1080
57,172,0.0010995808637358424,2,173,49166,46265,10,1,0,2817,196,13,46265,74,11,2819,88,74,133,773,906,882,1078
93,188,0.0009403183838755207,3,189,63886,51419,13,1,0,169,119,13,51419,27,2,172,19,27,38,358,396,137,256
94,192,0.0012962814459526947,3,193,49801,55478,13,1,0,2658,158,13,55478,78,12,2661,79,78,78,1842,1920,922,1080
91,194,0.0010669932482099767,4,195,73910,59713,14,1,0,2961,498,13,59713,30,3,2965,46,30,130,1790,1920,563,1061
92,196,0.0011099841650471962,38,197,75025,60324,14,1,0,5052,385,13,60324,35,3,5090,69,35,80,1840,1920,695,1080
87,205,0.0010727736691228608,1,206,76213,64504,2,1,0,1231,415,13,64504,77,4,1232,56,77,167,618,785,665,1080
88,207,0.0014260242214794055,46,208,78873,67111,2,1,0,4966,227,13,67111,719,4,5012,162,719,223,71,294,851,1078
89,208,0.0010142381085901377,3,209,78583,68526,2,1,0,4692,526,13,68526,78,4,4695,169,78,157,678,835,349,875
90,209,0.0012595022586848392,4,210,78697,68603,2,1,0,4940,303,13,68603,62,4,4944,171,62,96,559,655,243,546
67,212,0.001295458500291123,21,213,49801,73426,3,1,0,2640,190,13,73426,56,12,2661,66,56,62,420,482,179,369
68,220,0.0009121849598242805,1,221,64505,75998,4,1,0,1259,297,13,75998,86,2,1260,49,86,169,631,800,783,1080
69,221,0.0006125878293445992,3,222,64876,76808,4,1,0,2024,113,13,76808,142,2,2027,105,142,85,1095,1180,967,1080
71,223,0.0012806898450660616,15,224,70357,76885,4,1,0,2142,354,13,76885,72,3,2157,120,72,167,1440,1607,726,1080
72,224,0.0010025241632180505,20,225,65214,76977,4,1,0,2561,89,13,76977,71,2,2581,143,71,70,1198,1268,991,1080
73,225,0.0010846987425655098,5,226,65269,77056,4,1,0,2628,238,13,77056,73,2,2633,155,73,150,646,796,842,1080
74,226,0.0012871964141028575,6,227,65402,77208,4,1,0,3021,255,13,77208,47,2,3027,175,47,155,1018,1173,825,1080
76,228,0.0007348473274004848,4,229,65864,77543,4,1,0,3579,419,13,77543,81,2,3583,201,81,202,975,1177,661,1080
77,229,0.0006746263635830643,8,230,65961,77624,4,1,0,3581,120,13,77624,80,2,3589,211,80,106,97,203,960,1080
78,230,0.0009086833708144967,42,231,50139,77680,4,1,0,3526,129,13,77680,55,12,3568,223,55,38,1627,1665,170,299
79,231,0.0009249554977002423,6,232,66264,77830,4,1,0,4122,201,13,77830,58,2,4128,258,58,128,1263,1391,879,1080
80,233,0.0009319154570739922,5,234,68722,79027,4,1,0,5176,151,13,79027,76,2,5181,338,76,101,1243,1344,929,1080
81,234,0.0006044032182475772,8,235,68845,79110,4,1,0,5259,169,13,79110,79,2,5267,341,79,111,1277,1388,911,1080
82,235,0.0005256039612736278,6,236,68648,79170,4,1,0,5272,80,13,79170,53,2,5278,343,53,65,1013,1078,1000,1080
84,237,0.0007375830579667115,8,238,69053,79264,4,1,0,5513,154,13,79264,87,2,5521,354,87,95,1077,1172,926,1080
85,238,0.0013402701585677526,15,239,75444,79602,4,1,0,5679,418,13,79602,86,3,5694,372,86,199,1632,1831,662,1080
86,239,0.0012026137061912196,1,240,69138,79714,4,1,0,5759,183,13,79714,88,2,5760,375,88,127,1098,1225,897,1080
58,245,0.0009034844234252293,16,246,85673,80235,5,1,0,654,340,13,80235,60,7,670,30,60,167,998,1165,740,1080
60,254,0.0014564905757744806,47,255,48155,81585,5,1,0,4964,621,13,81585,62,10,5011,160,62,255,59,314,416,1037
61,261,0.0012152835049478086,2,262,80817,83153,6,1,0,3229,361,13,83153,40,5,3231,104,40,163,1230,1393,719,1080
62,270,0.0012929797618798215,4,271,81964,85243,7,1,0,297,614,13,85243,35,6,301,16,35,298,1365,1663,466,1080
63,272,0.0010851477633135199,12,273,83001,86943,7,1,0,2841,459,13,86943,36,6,2853,129,36,119,1801,1920,600,1059
64,273,0.0012727972726309668,23,274,80795,87066,7,1,0,3200,590,13,87066,48,5,3223,133,48,217,771,988,403,993
65,274,0.001303832833854822,13,275,83191,87443,7,1,0,3395,571,13,87443,34,6,3408,157,34,254,1510,1764,482,1053
66,279,0.0010524741658489746,45,280,81413,88461,7,1,0,4412,239,13,88461,82,5,4457,214,82,41,0,41,307,546
95,293,0.0012190880425760346,3,294,121077,92412,10,1,0,1663,179,15,92412,68,9,1666,20,68,125,871,996,901,1080
96,295,0.0010842197049826733,2,296,121398,94957,10,1,0,3373,291,15,94957,22,9,3375,65,22,159,371,530,789,1080
111,297,0.0012915501632957795,48,298,92152,97694,11,1,0,913,564,15,97694,912,10,961,1,912,165,1755,1920,365,929
110,302,0.0014795558006677136,6,303,98388,100867,13,1,0,2821,110,15,100867,20,12,2827,47,20,42,1878,1920,968,1078
108,304,0.0010723901567152561,9,305,99897,104282,14,1,0,711,500,15,104282,27,13,720,7,27,142,1778,1920,580,1080
109,307,0.0013029035186832726,13,308,103383,105016,14,1,0,5002,244,15,105016,38,13,5015,55,38,112,1808,1920,836,1080
106,310,0.0011975972267626047,39,311,109428,107269,2,1,0,4463,289,15,107269,53,3,4502,41,53,141,53,194,791,1080
107,311,0.000929733111210702,1,312,112261,107524,2,1,0,4967,525,15,107524,59,4,4968,49,59,211,987,1198,555,1080
105,316,0.0014725627110153522,15,317,110318,112743,4,1,0,5941,483,15,112743,38,3,5956,131,38,149,1771,1920,575,1058
98,317,0.0012344510533175675,10,318,115168,113059,5,1,0,1608,512,15,113059,27,6,1618,24,27,243,0,243,568,1080
99,319,0.0014443959858601455,26,320,115428,113199,5,1,0,2561,591,15,113199,55,6,2587,31,55,287,32,319,487,1078
100,321,0.0005821773420946608,27,322,119468,113309,5,1,0,2680,323,15,113309,87,7,2707,36,87,183,1573,1756,757,1080
