,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
22,8,0.0014056510333273554,9,9,4547,2819,12,1,0,1222,481,11,2819,25,13,1231,22,25,269,660,929,599,1080
23,9,0.0008724816245195982,9,10,4764,2925,12,1,0,1730,557,11,2925,101,13,1739,33,101,217,145,362,523,1080
24,10,0.0012590006960472575,20,11,5130,3064,12,1,0,2600,327,11,3064,102,13,2620,42,102,211,688,899,753,1080
25,11,0.0012302265188475006,11,12,6724,3962,12,1,0,5244,475,11,3962,75,13,5255,106,75,161,3,164,605,1080
32,12,0.001121087894877808,9,13,7147,4263,13,1,0,222,348,11,4263,72,14,231,3,72,177,1093,1270,732,1080
33,13,0.0013365048109425888,2,14,2927,4850,13,1,0,2088,223,11,4850,22,12,2090,35,22,134,1303,1437,857,1080
26,20,0.0010841190336105967,8,21,4547,7292,14,1,0,1223,491,11,7292,28,13,1231,10,28,216,1070,1286,589,1080
27,22,0.0011663013140084365,14,23,5130,7488,14,1,0,2606,521,11,7488,29,13,2620,23,29,162,1758,1920,518,1039
28,23,0.0014436540282421833,4,24,3756,7906,14,1,0,4207,297,11,7906,57,12,4211,50,57,170,1096,1266,783,1080
29,24,0.0012896684181912634,13,25,6637,8041,14,1,0,4924,474,11,8041,38,13,4937,61,38,169,1751,1920,589,1063
30,25,0.0014429182923992858,13,26,6808,8079,14,1,0,5289,313,11,8079,37,13,5302,62,37,70,1850,1920,767,1080
31,26,0.0012479942101175931,15,27,7032,8149,14,1,0,5467,363,11,8149,69,13,5482,63,69,138,1782,1920,717,1080
18,28,0.0005284455737715603,2,29,17743,9819,2,1,0,1016,300,11,9819,59,4,1018,5,59,152,749,901,780,1080
19,29,0.0011243933209688429,14,30,12863,10397,2,1,0,2419,244,11,10397,48,3,2433,27,48,55,0,55,835,1079
20,33,0.000584952735309883,3,34,18389,10797,2,1,0,2947,95,11,10797,77,4,2950,45,77,71,549,620,985,1080
21,36,0.0006720713077138841,1,37,19172,11484,2,1,0,4685,278,11,11484,68,4,4686,74,68,182,548,730,802,1080
13,43,0.0013545313763471795,17,44,12863,18047,4,1,0,2416,447,11,18047,37,3,2433,50,37,196,1724,1920,631,1078
14,46,0.0014919016638085458,15,47,13766,18555,4,1,0,3158,492,11,18555,54,3,3173,73,54,301,1619,1920,577,1069
16,48,0.0013535546851576885,2,49,11022,18695,4,1,0,3685,158,11,18695,108,2,3687,100,108,115,811,926,914,1072
17,49,0.0010085379832025722,2,50,11613,18979,4,1,0,4591,222,11,18979,139,2,4593,116,139,149,1155,1304,850,1072
0,52,0.001043243427813409,28,53,21865,21174,5,1,0,4483,429,11,21174,33,6,4511,79,33,95,0,95,651,1080
1,53,0.0010917389633045805,2,54,19407,21287,6,1,0,589,256,11,21287,25,5,591,3,25,148,1291,1439,824,1080
5,56,0.0009118096390778095,1,57,20298,21427,6,1,0,2629,467,11,21427,39,5,2630,26,39,202,1162,1364,613,1080
9,63,0.0013975873054018428,6,64,21307,22365,7,1,0,2258,529,11,22365,41,6,2264,33,41,181,1739,1920,551,1080
10,67,0.00048337317508075967,1,68,20868,22959,7,1,0,3653,271,11,22959,81,5,3654,76,81,170,1104,1274,809,1080
11,68,0.001022420901930462,32,69,21865,23490,7,1,0,4479,367,11,23490,35,6,4511,96,35,184,1621,1805,711,1078
12,69,0.0007491775680706382,14,70,21923,23561,7,1,0,4841,569,11,23561,66,6,4855,101,66,255,1510,1765,511,1080
39,71,0.0013965253483493286,35,72,37849,25032,1,1,0,1047,122,13,25032,34,14,1082,49,34,92,911,1003,958,1080
34,87,0.0011821752798825678,3,88,61024,27492,10,1,0,1291,419,13,27492,26,9,1294,33,26,187,931,1118,661,1080
35,88,0.0010962383180268009,2,89,61342,27694,10,1,0,1427,97,13,27694,115,9,1429,43,115,36,1884,1920,982,1079
36,92,0.00112060824651449,22,93,61437,27930,10,1,0,1417,280,13,27930,20,9,1439,64,20,142,380,522,800,1080
58,102,0.001439975244927067,12,103,33396,30230,12,1,0,1475,382,13,30230,33,13,1487,47,33,148,0,148,698,1080
59,108,0.0012685353599977804,2,109,35277,31633,12,1,0,4023,585,13,31633,72,13,4025,166,72,213,61,274,495,1080
67,120,0.0014519563896216018,6,121,39688,37427,13,1,0,5753,262,13,37427,27,14,5759,211,27,148,1494,1642,818,1080
60,122,0.001225293155242674,6,123,30342,37959,14,1,0,1533,176,13,37959,66,12,1539,12,66,123,963,1086,904,1080
61,123,0.0013240969767527534,13,124,33396,37994,14,1,0,1474,452,13,37994,33,13,1487,14,33,58,1862,1920,628,1080
62,124,0.0012010490215872438,8,125,46291,38095,14,1,0,1492,512,13,38095,28,3,1500,17,28,234,1112,1346,564,1076
63,125,0.0012081736075287882,6,126,46413,38244,14,1,0,1519,421,13,38244,26,3,1525,21,26,194,1726,1920,659,1080
64,126,0.0014227396136491887,4,127,30690,38617,14,1,0,1715,322,13,38617,95,12,1719,32,95,198,1249,1447,758,1080
65,130,0.0014596349276727518,5,131,34841,39061,14,1,0,3803,318,13,39061,27,13,3808,81,27,178,1742,1920,762,1080
66,131,0.0013818541238027526,22,132,36211,39536,14,1,0,4900,428,13,39536,35,13,4922,105,35,115,1805,1920,652,1080
54,135,0.0007953916032099892,27,136,50373,42283,2,1,0,633,368,13,42283,74,4,660,27,74,175,46,221,712,1080
55,137,0.0011886499112241911,1,138,51758,43218,2,1,0,3863,213,13,43218,66,4,3864,90,66,136,912,1048,867,1080
56,144,0.0013892994691281958,10,145,48269,43664,2,1,0,4402,559,13,43664,63,3,4412,129,63,217,164,381,521,1080
57,150,0.001256116528623359,18,151,54029,45579,2,1,0,5958,170,13,45579,78,4,5976,236,78,114,104,218,910,1080
40,151,0.0010995344947341962,6,152,42371,45841,3,1,0,670,460,13,45841,29,2,676,14,29,268,1099,1367,620,1080
41,152,0.0012229463912878493,2,153,50623,46020,3,1,0,1190,300,13,46020,27,4,1192,32,27,168,880,1048,780,1080
