,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,11,0.0013391149557326009,2,12,1997,1167,10,1,0,1553,248,11,1167,30,11,1555,22,30,156,860,1016,832,1080
16,14,0.0010453408611186695,16,15,3612,2057,12,1,0,147,270,11,2057,20,13,163,1,20,159,865,1024,810,1080
22,20,0.0014697969967566089,3,21,5899,4811,13,1,0,4482,225,11,4811,50,14,4485,95,50,152,1066,1218,855,1080
17,21,0.0013076686636756495,10,22,3612,5231,14,1,0,153,380,11,5231,29,13,163,1,29,105,1815,1920,700,1080
18,22,0.0009639496617100787,11,23,4007,5683,14,1,0,2501,435,11,5683,35,13,2512,23,35,110,1810,1920,645,1080
19,23,0.0010169958797896126,12,24,4208,5776,14,1,0,3211,482,11,5776,35,13,3223,32,35,105,1815,1920,598,1080
20,24,0.0013189215957385484,11,25,4925,6018,14,1,0,4676,464,11,6018,48,13,4687,46,48,180,1740,1920,609,1073
21,25,0.0011054162107013974,13,26,5141,6228,14,1,0,5877,413,11,6228,31,13,5890,59,31,84,1836,1920,659,1072
13,28,0.0009165639162248518,2,29,10919,7500,2,1,0,1427,205,11,7500,72,4,1429,13,72,125,733,858,875,1080
14,29,0.001406563164247014,4,30,9357,7844,2,1,0,2135,530,11,7844,47,3,2139,29,47,212,153,365,550,1080
15,30,0.0012192350218182856,1,31,9513,7980,2,1,0,2506,437,11,7980,58,3,2507,39,58,193,45,238,643,1080
6,35,0.0014951318061640715,4,36,7284,9234,3,1,0,1005,363,11,9234,22,2,1009,19,22,158,1230,1388,717,1080
7,38,0.0012036131194791044,14,39,3036,10032,3,1,0,3585,128,11,10032,43,12,3599,72,43,39,381,420,151,279
8,44,0.00108321765012787,7,45,8070,11324,4,1,0,2851,213,11,11324,75,2,2858,46,75,123,1095,1218,867,1080
9,45,0.001033588508801229,1,46,8210,11400,4,1,0,3305,131,11,11400,64,2,3306,55,64,89,554,643,949,1080
10,46,0.0014659110346760245,17,47,9876,11457,4,1,0,3343,423,11,11457,56,3,3360,58,56,203,1717,1920,652,1075
11,47,0.0008611824234195112,5,48,8596,11609,4,1,0,4481,333,11,11609,82,2,4486,72,82,206,1186,1392,747,1080
12,49,0.0007645468073785205,9,50,8660,11670,4,1,0,4525,203,11,11670,48,2,4534,74,48,115,1185,1300,877,1080
3,53,0.001113648506004043,14,54,13533,12638,5,1,0,5275,360,11,12638,40,6,5289,66,40,89,0,89,719,1079
4,55,0.0014255103480578118,5,56,13971,12978,6,1,0,1381,278,11,12978,31,7,1386,18,31,98,724,822,146,424
5,59,0.0009438341823802373,18,60,13533,15055,7,1,0,5271,180,11,15055,27,6,5289,85,27,129,1538,1667,900,1080
1,61,0.0010559778923682837,3,62,936,15942,9,1,0,676,640,11,15942,81,10,679,7,81,256,466,722,440,1080
2,62,0.000963648522971626,6,63,1174,16199,9,1,0,1703,606,11,16199,82,10,1709,26,82,238,283,521,474,1080
25,71,0.0013358011424228534,6,72,32118,17764,1,1,0,2906,222,13,17764,29,3,2912,72,29,70,1254,1324,189,411
41,79,0.0014715800840350715,43,80,29194,20628,12,1,0,1815,527,13,20628,80,2,1858,19,80,222,17,239,553,1080
42,83,0.001045200472956957,10,84,41800,22025,12,1,0,4590,496,13,22025,181,7,4600,90,181,149,1771,1920,355,851
43,92,0.0013666925497250564,8,93,22341,24741,14,1,0,607,542,13,24741,39,13,615,5,39,218,1702,1920,506,1048
37,95,0.0009715202500461314,2,96,31244,28962,2,1,0,1412,494,13,28962,58,3,1414,37,58,193,37,230,586,1080
38,98,0.0010574766837442386,9,99,31894,29473,2,1,0,2670,467,13,29473,60,3,2679,69,60,185,34,219,613,1080
39,99,0.0005055287473435807,2,100,34753,29537,2,1,0,2649,376,13,29537,63,4,2651,80,63,150,1190,1340,704,1080
40,100,0.0013898419692161745,3,101,35051,29975,2,1,0,3199,262,13,29975,79,4,3202,105,79,160,872,1032,818,1080
26,115,0.0012462158175066608,8,116,30461,32605,3,1,0,3911,468,13,32605,25,2,3919,109,25,177,1103,1280,612,1080
27,116,0.00119115313558658,5,117,28154,33408,4,1,0,312,75,13,33408,67,2,317,9,67,62,1351,1413,1005,1080
28,118,0.0008293649430659827,2,119,28230,33513,4,1,0,442,179,13,33513,84,2,444,13,84,146,799,945,901,1080
29,119,0.0009597773388303158,10,120,28853,33778,4,1,0,1147,224,13,33778,66,2,1157,38,66,123,542,665,856,1080
30,120,0.0007410498606323739,2,121,28904,34042,4,1,0,1352,381,13,34042,77,2,1354,60,77,175,598,773,699,1080
31,121,0.0011607618935271981,8,122,31369,34090,4,1,0,1510,417,13,34090,43,3,1518,77,43,151,1769,1920,662,1079
32,122,0.0003959128874080049,2,123,29194,34361,4,1,0,1856,289,13,34361,71,2,1858,88,71,161,898,1059,791,1080
33,123,0.0007781205294907463,4,124,29550,34746,4,1,0,2699,215,13,34746,63,2,2703,146,63,140,1005,1145,865,1080
34,124,0.0006490614491293972,4,125,29620,34903,4,1,0,2832,140,13,34903,86,2,2836,158,86,97,1211,1308,940,1080
35,125,0.000783962000380916,4,126,29697,34961,4,1,0,2847,312,13,34961,45,2,2851,166,45,173,874,1047,768,1080
36,129,0.0006829656626917357,3,130,30560,35539,4,1,0,4132,209,13,35539,91,2,4135,246,91,151,807,958,871,1080
