,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,2,0.0014440957743780151,4,3,15333,1839,10,1,0,5767,459,11,1839,60,9,5771,82,60,188,741,929,621,1080
9,4,0.00118899731953629,7,5,5182,3394,13,1,0,362,242,11,3394,132,14,369,7,132,125,1111,1236,838,1080
8,10,0.0011585365699530493,1,11,4924,5938,14,1,0,5515,506,11,5938,31,13,5516,61,31,175,1745,1920,574,1080
6,11,0.0013294825967532446,2,12,9462,8099,3,1,0,196,125,11,8099,65,4,198,5,65,85,1078,1163,955,1080
7,16,0.0007312158150900966,5,17,6728,9781,4,1,0,1802,217,11,9781,70,2,1807,14,70,139,1196,1335,863,1080
3,22,0.000961268761750932,9,23,11779,13040,7,1,0,1117,522,11,13040,42,6,1126,15,42,169,1751,1920,550,1072
4,23,0.0009990861724602106,40,24,6924,13359,7,1,0,2250,94,11,13359,74,2,2290,21,74,35,1614,1649,76,170
5,26,0.0013265235444151775,27,27,14696,14397,7,1,0,5675,355,11,14397,26,8,5702,75,26,57,0,57,259,614
1,28,0.001337173071093023,7,29,1703,15281,9,1,0,5592,546,11,15281,54,10,5599,50,54,212,290,502,534,1080
2,29,0.0011588489862813267,16,30,1841,15307,9,1,0,5646,338,11,15307,21,10,5662,54,21,173,1281,1454,561,899
18,36,0.0014095925713624715,44,37,19751,17075,1,1,0,3897,123,13,17075,27,10,3941,87,27,41,1629,1670,155,278
10,49,0.0013145255223218875,1,50,51595,19404,10,1,0,2838,442,13,19404,65,9,2839,89,65,196,713,909,638,1080
34,55,0.0012599543468848127,22,56,24407,22402,12,1,0,180,644,13,22402,67,13,202,7,67,237,67,304,436,1080
35,59,0.0012749271387749008,11,60,25809,23855,12,1,0,4112,383,13,23855,20,13,4123,104,20,207,962,1169,697,1080
37,69,0.0011880655913147984,13,70,25229,27508,14,1,0,2522,415,13,27508,21,13,2535,19,21,160,1760,1920,659,1074
38,70,0.001306387112391718,38,71,25838,27947,14,1,0,4116,407,13,27947,24,13,4154,51,24,156,1764,1920,673,1080
31,76,0.0013693778760747928,47,77,45714,31041,2,1,0,548,102,13,31041,94,7,595,12,94,35,276,311,143,245
32,77,0.0007221072862901258,1,78,37772,31675,2,1,0,1656,149,13,31675,74,4,1657,64,74,92,625,717,931,1080
33,78,0.0007162620668770979,2,79,37849,31757,2,1,0,1658,249,13,31757,76,4,1660,66,76,144,1182,1326,830,1079
19,81,0.0011198581428579894,2,82,37318,34730,3,1,0,905,295,13,34730,36,4,907,12,36,165,1135,1300,785,1080
20,90,0.0009600489790140141,5,91,31283,37246,4,1,0,708,171,13,37246,81,2,713,45,81,110,1351,1461,909,1080
