,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
22,19,0.0008549408289775665,8,20,2118,3666,11,1,0,2900,647,11,3666,38,10,2908,8,38,147,1773,1920,256,903
19,21,0.0014571797998465905,49,22,11434,4573,12,1,0,4043,642,11,4573,81,2,4092,89,81,250,207,457,438,1080
20,22,0.0014634116977310732,26,23,7627,5481,12,1,0,5779,683,11,5481,80,13,5805,140,80,283,252,535,397,1080
21,33,0.001117661203415726,7,34,5816,7873,14,1,0,109,478,11,7873,26,13,116,1,26,111,1809,1920,602,1080
14,37,0.0005764858206869975,4,38,14947,11011,2,1,0,2504,360,11,11011,62,4,2508,55,62,182,577,759,720,1080
16,39,0.0006702279604115282,3,40,15058,11166,2,1,0,3192,206,11,11166,69,4,3195,73,69,116,919,1035,874,1080
17,41,0.0005439607514487932,7,42,15144,11320,2,1,0,3501,273,11,11320,78,4,3508,82,78,151,634,785,807,1080
18,42,0.0008084182101844772,5,43,15186,11420,2,1,0,3505,388,11,11420,97,4,3510,84,97,155,1122,1277,692,1080
5,44,0.0013970630398594177,46,45,4283,12682,3,1,0,3312,134,11,12682,33,12,3358,29,33,44,274,318,148,282
6,49,0.0014064833349122026,8,50,11995,14239,4,1,0,27,464,11,14239,26,3,35,1,26,211,1525,1736,616,1080
7,50,0.0005419966392542215,1,51,10404,14314,4,1,0,379,384,11,14314,69,2,380,7,69,222,1009,1231,696,1080
8,51,0.0006464960449885723,4,52,10532,14395,4,1,0,461,132,11,14395,80,2,465,8,80,88,1244,1332,948,1080
9,53,0.001095423732296533,1,54,11493,15577,4,1,0,4198,224,11,15577,61,2,4199,101,61,134,1076,1210,856,1080
10,54,0.0008490963353840638,5,55,11590,15660,4,1,0,4641,313,11,15660,79,2,4646,104,79,176,1001,1177,767,1080
11,55,0.0009973581455301004,2,56,11665,15788,4,1,0,4814,197,11,15788,59,2,4816,109,59,130,1335,1465,883,1080
13,57,0.0008396036081474138,4,58,11872,15858,4,1,0,4997,288,11,15858,66,2,5001,115,66,161,1049,1210,792,1080
0,60,0.0013605054503762633,2,61,18543,17003,6,1,0,272,233,11,17003,26,7,274,2,26,136,1201,1337,847,1080
1,61,0.001425206463509761,3,62,18697,17090,6,1,0,418,88,11,17090,52,7,421,6,52,54,1866,1920,992,1080
2,62,0.0012329427997452493,3,63,18811,17149,6,1,0,611,231,11,17149,49,7,614,8,49,149,805,954,849,1080
3,63,0.0014037650047651461,4,64,19213,17288,6,1,0,1791,326,11,17288,42,7,1795,12,42,181,1246,1427,754,1080
4,66,0.0006844222600458363,46,67,10949,19376,7,1,0,2396,101,11,19376,89,2,2442,32,89,35,1639,1674,71,172
23,73,0.001184808757463681,10,74,52742,23688,10,1,0,258,376,13,23688,57,9,268,3,57,180,1132,1312,704,1080
24,76,0.0012790486162160431,2,77,52869,24381,10,1,0,2089,302,13,24381,40,9,2091,57,40,158,673,831,778,1080
54,89,0.0009519591588025894,2,90,30590,27490,12,1,0,4220,605,13,27490,77,13,4222,64,77,244,111,355,475,1080
55,91,0.0012237875301035221,10,92,31000,27897,12,1,0,4871,629,13,27897,25,13,4881,81,25,277,558,835,451,1080
57,98,0.0013008096483911405,8,99,36056,29301,13,1,0,2238,150,13,29301,27,2,2246,49,27,49,431,480,143,293
58,100,0.001371844388341593,31,101,39466,29849,13,1,0,2540,227,13,29849,38,3,2571,58,38,95,512,607,218,445
56,107,0.0011258744854734117,13,108,31000,32700,14,1,0,4868,513,13,32700,20,13,4881,60,20,229,1064,1293,567,1080
45,114,0.0013439554768032071,1,115,38642,35641,2,1,0,1934,568,13,35641,77,3,1935,32,77,187,0,187,512,1080
46,116,0.0008900629722412912,1,117,49947,36331,2,1,0,2650,142,13,36331,63,7,2651,74,63,43,346,389,141,283
47,117,0.0009494335003459733,2,118,42160,36811,2,1,0,3137,84,13,36811,115,4,3139,99,115,66,998,1064,996,1080
48,119,0.0008526410610815113,2,120,42337,37005,2,1,0,3346,244,13,37005,95,4,3348,111,95,153,817,970,836,1080
49,122,0.000760318364694309,1,123,42368,37137,2,1,0,3359,281,13,37137,57,4,3360,119,57,159,654,813,799,1080
50,123,0.000508692204514737,1,124,42607,37223,2,1,0,3853,170,13,37223,85,4,3854,123,85,116,1453,1569,910,1080
51,125,0.0007991939135631492,2,126,43089,37732,2,1,0,4275,200,13,37732,88,4,4277,143,88,119,1172,1291,880,1080
52,126,0.0007650704228325567,5,127,43180,37816,2,1,0,4273,104,13,37816,83,4,4278,144,83,71,623,694,976,1080
53,127,0.0007397731288122364,1,128,43888,38206,2,1,0,5190,274,13,38206,94,4,5191,172,94,155,1565,1720,806,1080
33,136,0.0014397176805083839,4,137,44067,40776,3,1,0,5761,167,13,40776,45,4,5765,117,45,109,1001,1110,913,1080
34,137,0.001225982837170109,3,138,35307,41292,4,1,0,1449,256,13,41292,70,2,1452,42,70,154,1318,1472,824,1080
36,139,0.0007719778987536028,2,140,35307,41377,4,1,0,1450,237,13,41377,84,2,1452,48,84,151,721,872,843,1080
38,141,0.0013892337666166622,8,142,33368,41432,4,1,0,1490,335,13,41432,51,15,1498,60,51,186,870,1056,745,1080
40,143,0.0008911970250509994,3,144,35863,41596,4,1,0,1816,127,13,41596,73,2,1819,76,73,82,1200,1282,951,1078
41,144,0.001212135211611621,3,145,36400,41787,4,1,0,2788,223,13,41787,92,2,2791,135,92,133,1207,1340,849,1072
42,146,0.0009578853733115085,3,147,37224,42599,4,1,0,3822,103,13,42599,78,2,3825,232,78,74,1142,1216,977,1080
43,147,0.001432381741433982,48,148,40572,43707,4,1,0,5083,426,13,43707,70,3,5131,328,70,152,1768,1920,562,988
44,148,0.001412777240226558,2,149,38207,43803,4,1,0,5241,183,13,43803,63,2,5243,330,63,118,1081,1199,897,1080
25,150,0.0009076938514903734,12,151,46192,44199,5,1,0,201,570,13,44199,27,6,213,4,27,212,0,212,510,1080
26,151,0.0009748044523172619,5,152,48539,44493,5,1,0,1534,307,13,44493,57,7,1539,24,57,190,781,971,773,1080
27,153,0.0012596451174832636,42,154,49242,44557,5,1,0,1670,410,13,44557,26,7,1712,27,26,225,1485,1710,670,1080
28,155,0.0008760943190369914,8,156,49561,44769,5,1,0,2007,165,13,44769,52,7,2015,47,52,80,15,95,915,1080
29,157,0.0013890839217707196,4,158,46941,45325,5,1,0,3265,573,13,45325,23,6,3269,93,23,218,0,218,507,1080
30,173,0.0012049858107242362,18,174,46192,48108,7,1,0,195,500,13,48108,27,6,213,3,27,220,846,1066,580,1080
31,174,0.0006289561373097307,1,175,44294,48251,7,1,0,696,339,13,48251,52,5,697,20,52,176,1269,1445,741,1080
32,176,0.0013555176232295848,37,177,46499,49481,7,1,0,1996,527,13,49481,27,6,2033,87,27,194,299,493,398,925
88,214,0.0008748291940993265,46,215,86958,59693,11,1,0,1051,214,15,59693,410,9,1097,2,410,194,209,403,860,1074
79,215,0.0011313558568652046,3,216,64693,60405,12,1,0,714,257,15,60405,33,13,717,20,33,164,95,259,823,1080
81,222,0.0013529830098853019,3,223,66774,62123,12,1,0,4157,374,15,62123,74,13,4160,170,74,155,22,177,706,1080
83,236,0.000953189211966942,2,237,64693,68081,14,1,0,715,350,15,68081,38,13,717,4,38,111,1809,1920,726,1076
85,241,0.001368182401199759,7,242,64879,68118,14,1,0,722,513,15,68118,35,13,729,6,35,159,1761,1920,567,1080
86,245,0.001204986327373666,17,246,64932,68150,14,1,0,719,358,15,68150,31,13,736,7,31,185,1735,1920,722,1080
87,247,0.0011727581682887186,13,248,61319,68993,14,1,0,2551,442,15,68993,109,12,2564,47,109,237,1659,1896,638,1080
77,255,0.0014343566791500395,18,256,76871,73805,2,1,0,4816,359,15,73805,101,3,4834,74,101,171,207,378,721,1080
68,257,0.0014267687880619134,6,258,72470,74047,3,1,0,197,349,15,74047,52,2,203,3,52,185,1359,1544,731,1080
69,262,0.0014418687631526836,5,263,77985,75780,3,1,0,2693,100,15,75780,31,4,2698,81,31,88,1188,1276,979,1079
70,263,0.0005403171945529023,32,264,66632,76018,3,1,0,3198,221,15,76018,46,13,3230,97,46,78,819,897,202,423
71,264,0.0009437190635535373,7,265,78312,76089,3,1,0,3394,134,15,76089,22,4,3401,101,22,88,837,925,946,1080
72,265,0.0014559445249210546,5,266,78412,76295,3,1,0,4226,203,15,76295,72,4,4231,107,72,127,1325,1452,877,1080
