,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,1,0.0012801699064188155,6,2,8070,380,10,1,0,346,482,11,380,26,9,352,2,26,188,1033,1221,598,1080
1,2,0.001324728141758108,28,3,5814,664,10,1,0,3162,119,11,664,64,5,3190,12,64,43,250,293,223,342
7,3,0.0012616452042903098,10,4,2646,3159,14,1,0,318,439,11,3159,35,13,328,2,35,180,1740,1920,554,993
8,4,0.0013224305215913034,4,5,2110,3215,14,1,0,545,351,11,3215,54,12,549,5,54,182,1065,1247,729,1080
6,5,0.000993835355491451,7,6,5275,4131,2,1,0,3169,287,11,4131,64,4,3176,21,64,159,836,995,793,1080
5,14,0.0012279062973814842,8,15,4772,5184,4,1,0,1221,452,11,5184,60,3,1229,9,60,219,1605,1824,628,1080
2,16,0.0010983547861226305,8,17,8259,5780,5,1,0,3004,561,11,5780,39,9,3012,5,39,172,0,172,519,1080
3,17,0.0005674769852534416,3,18,7641,5893,5,1,0,3269,315,11,5893,79,7,3272,11,79,181,777,958,765,1080
4,28,0.0013993092841707313,8,29,6957,7892,7,1,0,4647,469,11,7892,34,6,4655,32,34,172,1748,1920,611,1080
16,30,0.001428693433091198,3,31,10339,11347,13,1,0,1046,230,13,11347,233,12,1049,4,233,147,1520,1667,849,1079
14,33,0.0011357706655816973,13,34,11593,12325,14,1,0,3551,469,13,12325,39,13,3564,14,39,178,1742,1920,608,1077
9,35,0.0008398456881058482,1,36,13997,15572,4,1,0,1909,171,13,15572,58,2,1910,17,58,120,894,1014,909,1080
10,36,0.0008348498066946403,2,37,14183,15694,4,1,0,2579,302,13,15694,48,2,2581,28,48,157,912,1069,778,1080
11,38,0.0010263026293759825,40,39,14332,15864,4,1,0,3527,192,13,15864,56,2,3567,36,56,59,1468,1527,217,409
12,39,0.0010503181257691492,3,40,14584,16133,4,1,0,3830,287,13,16133,65,2,3833,66,65,150,706,856,793,1080
13,40,0.0008133664538415272,4,41,14655,16238,4,1,0,5212,279,13,16238,55,2,5216,74,55,174,750,924,801,1080
21,48,0.000860455458332887,2,49,35539,23227,11,1,0,3929,534,15,23227,35,9,3931,49,35,318,1201,1519,546,1080
19,54,0.0013767754972940436,2,55,24525,23771,12,1,0,3442,540,15,23771,74,13,3444,16,74,223,17,240,540,1080
20,69,0.0014106695862254868,11,70,25021,26231,14,1,0,5922,409,15,26231,37,13,5933,46,37,102,1818,1920,620,1029
18,77,0.0014015984057305884,3,78,27443,29080,4,1,0,4780,311,15,29080,98,2,4783,60,98,177,899,1076,769,1080
26,83,0.001108272432977953,9,84,44400,45406,14,1,0,4511,449,17,45406,61,13,4520,21,61,146,1774,1920,628,1077
27,84,0.0008552098309852293,12,85,44565,45445,14,1,0,4705,359,17,45445,26,13,4717,28,26,107,1813,1920,719,1078
28,85,0.0013444581669201786,14,86,44602,45475,14,1,0,4752,575,17,45475,29,13,4766,29,29,174,1746,1920,505,1080
23,88,0.0014340491319317374,3,89,48771,48407,5,1,0,4631,509,17,48407,38,6,4634,19,38,176,0,176,571,1080
24,91,0.0011603305443737286,2,92,48045,48503,6,1,0,438,420,17,48503,40,5,440,2,40,184,1187,1371,660,1080
22,96,0.0012913937214700385,1,97,38394,50268,9,1,0,4126,342,17,50268,93,10,4127,3,93,104,0,104,738,1080
33,102,0.0014789776213369374,18,103,61273,60713,2,1,0,80,225,9,60713,58,3,98,4,58,182,49,231,855,1080
34,103,0.0013439227323284206,3,104,61950,60764,2,1,0,664,238,9,60764,39,4,667,21,39,226,847,1073,839,1077
30,105,0.0011048431919909454,3,106,63402,63251,6,1,0,466,322,9,63251,51,7,469,4,51,214,1124,1338,758,1080
32,107,0.0011867531545944302,4,108,63402,63287,6,1,0,465,254,9,63287,33,7,469,7,33,136,1732,1868,826,1080
29,108,0.0011401822455433806,1,109,57873,63865,9,1,0,270,632,9,63865,64,10,271,2,64,241,341,582,448,1080
