,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,7,0.0009975531213193107,2,8,2366,1454,10,1,0,2621,219,11,1454,74,11,2623,33,74,142,638,780,861,1080
1,9,0.001291947653157119,1,10,17366,1834,10,1,0,3655,491,11,1834,72,9,3656,55,72,206,715,921,589,1080
12,10,0.0014681906775215422,8,11,5498,4026,12,1,0,5323,596,11,4026,112,13,5331,79,112,223,0,223,484,1080
13,11,0.0014782081428483186,1,12,5791,4486,12,1,0,5912,485,11,4486,76,13,5913,93,76,194,155,349,595,1080
15,12,0.0012838327673864436,9,13,3123,5009,13,1,0,2324,339,11,5009,73,12,2333,33,73,163,1156,1319,741,1080
16,13,0.0009253263564123644,7,14,3331,5087,13,1,0,2866,262,11,5087,45,12,2873,44,45,195,1366,1561,808,1070
17,14,0.0013207996515633286,6,15,6986,5729,13,1,0,5676,290,11,5729,67,14,5682,69,67,171,1198,1369,790,1080
14,15,0.0012466972294057574,25,16,11879,6283,14,1,0,2873,480,11,6283,49,5,2898,26,49,129,1791,1920,556,1036
8,16,0.001165775346012551,3,17,10582,7939,2,1,0,402,101,11,7939,96,4,405,18,96,82,1328,1410,979,1080
9,17,0.0014704694225291892,1,18,10807,8102,2,1,0,1329,171,11,8102,74,4,1330,24,74,118,125,243,909,1080
10,18,0.0008466778152303248,3,19,10902,8177,2,1,0,1742,279,11,8177,74,4,1745,27,74,156,1191,1347,801,1080
11,19,0.001189549892852278,3,20,10977,8331,2,1,0,2483,281,11,8331,65,4,2486,34,65,161,777,938,799,1080
6,20,0.0011572274251404485,5,21,10694,9365,3,1,0,540,148,11,9365,36,4,545,8,36,109,1447,1556,930,1078
7,23,0.0010179238166444764,11,24,9223,10522,4,1,0,278,374,11,10522,76,3,289,8,76,118,1802,1920,706,1080
3,27,0.0008448337272016111,1,28,16768,13956,5,1,0,5587,434,11,13956,63,7,5588,78,63,203,662,865,646,1080
4,30,0.0008727383671777398,16,31,15029,16310,7,1,0,4260,507,11,16310,97,6,4276,64,97,223,1673,1896,573,1080
5,31,0.0006996103020366174,30,32,12155,16468,7,1,0,4326,485,11,16468,91,5,4356,65,91,164,1300,1464,193,678
2,32,0.0012810854764668286,5,33,970,16989,9,1,0,814,458,11,16989,107,10,819,17,107,191,0,191,622,1080
18,52,0.0009596259545785695,3,53,60588,21333,10,1,0,3559,569,13,21333,57,9,3562,112,57,203,641,844,511,1080
19,53,0.0009625882354909287,1,54,60650,21634,10,1,0,3981,385,13,21634,27,9,3982,128,27,167,974,1141,695,1080
20,55,0.0012862657149668964,1,56,61545,23804,10,1,0,5594,213,13,23804,35,9,5595,230,35,122,1061,1183,867,1080
49,56,0.0011739842061627278,38,57,20794,24047,11,1,0,2922,109,13,24047,46,10,2960,15,46,105,74,179,971,1080
41,58,0.0011809830281026756,16,59,27041,24244,12,1,0,136,626,13,24244,77,13,152,11,77,230,99,329,454,1080
42,59,0.0007783603920951287,8,60,28404,24959,12,1,0,675,511,13,24959,57,13,683,80,57,210,80,290,569,1080
43,60,0.0009232712083203932,18,61,29287,25193,12,1,0,1368,463,13,25193,87,13,1386,107,87,174,115,289,617,1080
44,62,0.001111147587515147,15,63,32497,25271,12,1,0,1359,413,13,25271,77,14,1374,109,77,129,520,649,331,744
47,75,0.0013865574452336276,4,76,25868,30376,13,1,0,3949,200,13,30376,23,12,3953,137,23,128,1790,1918,880,1080
48,77,0.0011148179865291474,1,78,33585,31369,13,1,0,5109,273,13,31369,51,14,5110,170,51,165,966,1131,807,1080
45,82,0.0014715302016612825,13,83,30450,33216,14,1,0,4161,401,13,33216,28,13,4174,116,28,85,1835,1920,679,1080
