,Unnamed: 0,difference,transition_time,match_num,entrance_index,departure_index,camera,departure,entrance,frame_num,h,hour,index,max_track_len,next_cam,next_cam_framenum,track,track_length,w,x1,x2,y1,y2
0,12,0.001240604781870422,8,13,46394,3076,10,1,0,1097,134,11,3076,49,7,1105,40,49,38,89,127,238,372
1,15,0.0013595651341658805,49,16,40831,3410,10,1,0,1425,407,11,3410,41,6,1474,61,41,125,584,709,354,761
2,18,0.0013864622459462427,3,19,50850,4569,10,1,0,2159,226,11,4569,51,9,2162,112,51,139,787,926,854,1080
3,20,0.001327502619260824,2,21,34348,5032,10,1,0,2457,107,11,5032,46,5,2459,126,46,36,194,230,229,336
4,21,0.0007670572000903744,1,22,50975,5860,10,1,0,2782,450,11,5860,22,9,2783,135,22,206,782,988,630,1080
29,26,0.001373763886310072,46,27,18066,10058,12,1,0,1214,605,11,10058,80,15,1260,19,80,248,58,306,475,1080
30,57,0.0009465027950857008,47,58,29265,14305,13,1,0,2438,233,11,14305,34,4,2485,143,34,61,472,533,175,408
31,61,0.0011361948059694436,27,62,29916,14383,13,1,0,2776,226,11,14383,23,4,2803,153,23,59,468,527,166,392
32,66,0.0011519257026871565,6,67,10589,14608,13,1,0,3624,267,11,14608,31,12,3630,169,31,127,1046,1173,813,1080
21,76,0.0006299320699130162,2,77,27973,19651,2,1,0,1433,239,11,19651,71,4,1435,27,71,156,1010,1166,841,1080
23,79,0.0008311011131981853,44,80,46854,19799,2,1,0,1672,108,11,19799,64,7,1716,37,64,36,277,313,132,240
24,83,0.0008055270314790392,4,84,29199,20546,2,1,0,2304,409,11,20546,64,4,2308,83,64,189,1090,1279,671,1080
25,84,0.0012494936099240626,36,85,24009,20733,2,1,0,3557,424,11,20733,64,3,3593,113,64,166,0,166,656,1080
26,87,0.0006445242604690287,4,88,30843,21181,2,1,0,4652,222,11,21181,61,4,4656,139,61,138,954,1092,858,1080
27,88,0.00041897638964472127,40,89,49505,21276,2,1,0,4918,104,11,21276,93,7,4958,141,93,35,323,358,141,245
28,89,0.001011185503488965,4,90,30895,21420,2,1,0,5167,583,11,21420,62,4,5171,154,62,207,1082,1289,497,1080
15,99,0.000957632339608793,2,100,19735,22333,3,1,0,1606,485,11,22333,38,2,1608,58,38,220,1104,1324,595,1080
16,105,0.0014333557970768807,3,106,28630,22706,3,1,0,1934,281,11,22706,75,4,1937,76,75,175,823,998,799,1080
17,119,0.0014899269420823747,9,120,11126,24726,3,1,0,4185,162,11,24726,72,12,4194,174,72,58,386,444,168,330
18,129,0.0013239836775863194,38,130,12899,28171,4,1,0,1558,490,11,28171,56,13,1596,34,56,289,1619,1908,585,1075
19,143,0.0013878205857738445,11,144,23740,30150,4,1,0,3037,568,11,30150,234,3,3048,104,234,227,1561,1788,512,1080
20,145,0.0007200534728256253,1,146,20805,30589,4,1,0,3579,340,11,30589,53,2,3580,119,53,175,705,880,740,1080
10,175,0.001398736782813844,6,176,44774,37278,5,1,0,4463,349,11,37278,52,6,4469,280,52,188,494,682,731,1080
11,193,0.000972208286024809,16,194,46394,40414,6,1,0,1089,438,11,40414,52,7,1105,25,52,158,867,1025,362,800
12,205,0.001351058095766757,38,206,33680,41093,6,1,0,1739,278,11,41093,237,5,1777,37,237,94,679,773,185,463
13,210,0.0014996265455866407,6,211,47069,41956,6,1,0,1753,415,11,41956,43,7,1759,62,43,201,1096,1297,665,1080
14,213,0.0013288179305224412,2,214,47931,42317,6,1,0,2537,219,11,42317,68,7,2539,90,68,141,711,852,861,1080
5,243,0.0012425102532635619,22,244,1760,50206,9,1,0,370,455,11,50206,70,10,392,4,70,216,307,523,625,1080
6,245,0.0013934066630657345,11,246,1560,50285,9,1,0,386,510,11,50285,78,10,397,6,78,227,0,227,570,1080
7,247,0.0014276373428828545,13,248,2084,50345,9,1,0,750,553,11,50345,51,10,763,24,51,230,206,436,527,1080
8,248,0.0013236620374040295,16,249,3027,50442,9,1,0,1032,365,11,50442,76,10,1048,32,76,165,413,578,715,1080
9,249,0.0011699764117248915,6,250,3369,50563,9,1,0,1378,308,11,50563,95,10,1384,41,95,135,0,135,516,824
33,261,0.0014206222522346187,3,262,57160,55277,10,1,0,2308,150,13,55277,189,11,2311,70,189,114,692,806,922,1072
59,267,0.001181586078358541,14,268,55334,57189,11,1,0,2340,156,13,57189,29,10,2354,18,29,60,1860,1920,874,1030
54,275,0.0014234205076161547,18,276,62493,59145,12,1,0,4750,522,13,59145,22,13,4768,139,22,259,829,1088,536,1058
55,282,0.0008947509539042693,10,283,61145,64676,14,1,0,2864,495,13,64676,43,13,2874,56,43,80,1840,1920,524,1019
56,284,0.0012111000476444922,8,285,62493,65529,14,1,0,4760,388,13,65529,31,13,4768,97,31,95,1825,1920,692,1080
57,285,0.001310542454029856,8,286,62582,65557,14,1,0,4777,478,13,65557,27,13,4785,98,27,174,1746,1920,594,1072
58,286,0.0008555054870095639,1,287,73698,65608,14,1,0,5111,439,13,65608,21,3,5112,103,21,196,711,907,638,1077
51,287,0.0008131687045675859,3,288,74013,67613,2,1,0,558,323,13,67613,68,4,561,7,68,233,789,1022,757,1080
52,288,0.001369342939763732,4,289,74748,68439,2,1,0,2347,273,13,68439,90,4,2351,37,90,169,1107,1276,807,1080
53,292,0.0007948604794305259,3,293,76889,70896,2,1,0,5784,125,13,70896,93,4,5787,196,93,96,957,1053,955,1080
47,296,0.0005622050328993066,4,297,68085,74639,4,1,0,1698,109,13,74639,72,2,1702,78,72,81,1212,1293,971,1080
48,298,0.0007782109118321665,13,299,70029,75954,4,1,0,4742,161,13,75954,69,2,4755,208,69,110,1228,1338,919,1080
49,299,0.0014252918417672301,13,300,73736,76238,4,1,0,5101,430,13,76238,271,3,5114,210,271,248,1646,1894,639,1069
50,300,0.0008803323247896506,1,301,70695,76583,4,1,0,5226,318,13,76583,105,2,5227,217,105,200,668,868,762,1080
36,303,0.0010073172907575775,16,304,78335,77090,5,1,0,662,584,13,77090,24,6,678,8,24,267,666,933,496,1080
37,305,0.001212177374649018,15,306,79023,77179,5,1,0,1288,463,13,77179,30,6,1303,15,30,107,0,107,613,1076
38,306,0.0010648202259381009,16,307,62458,77806,5,1,0,4738,298,13,77806,21,13,4754,73,21,191,1593,1784,782,1080
39,308,0.0013276005660650956,4,309,81177,77957,5,1,0,4986,324,13,77957,28,6,4990,83,28,42,0,42,756,1080
40,313,0.0011348011349573053,3,314,77456,80684,6,1,0,3209,311,13,80684,65,5,3212,51,65,180,1214,1394,769,1080
42,315,0.001177520992949002,1,316,83550,80821,6,1,0,3966,263,13,80821,75,7,3967,59,75,158,1030,1188,817,1080
43,316,0.0013537036414761775,1,317,84202,81136,6,1,0,4516,164,13,81136,53,7,4517,65,53,132,849,981,916,1080
44,317,0.0008976435519358637,5,318,57904,81856,7,1,0,1018,110,13,81856,91,12,1023,15,91,36,1625,1661,100,210
45,319,0.0010262210744292947,12,320,78705,81938,7,1,0,1290,401,13,81938,30,6,1302,18,30,110,1810,1920,578,979
46,322,0.0012912971312816126,9,323,79829,82563,7,1,0,2209,611,13,82563,64,6,2218,44,64,260,1570,1830,469,1080
34,328,0.0011596955831322034,10,329,53443,85605,9,1,0,770,412,13,85605,72,10,780,9,72,169,0,169,668,1080
