frame_num,obj_id,camera,x1,y1,x2,y2
838,14_6_1,10,36,309,102,589
839,14_6_1,10,37,292,107,585
840,14_6_1,10,64,295,137,601
841,14_6_1,10,93,300,170,616
842,14_6_1,10,119,301,200,624
843,14_6_1,10,151,309,239,649
844,14_6_1,10,172,304,264,659
845,14_6_1,10,203,309,305,687
846,14_6_1,10,223,317,331,705
847,14_6_1,10,244,326,359,731
848,14_6_1,10,265,340,388,760
849,14_6_1,10,281,345,408,772
850,14_6_1,10,302,358,439,809
851,14_6_1,10,318,368,465,842
852,14_6_1,10,338,376,497,876
853,14_6_1,10,367,405,536,923
854,14_6_1,10,405,413,586,949
855,14_6_1,10,429,441,631,1031
856,14_6_1,10,461,460,672,1072
857,14_6_1,10,504,487,713,1083
858,14_6_1,10,565,527,765,1083
859,14_6_1,10,647,550,849,1087
860,14_6_1,10,682,565,887,1111
866,14_6_1,9,10,496,285,1066
867,14_6_1,9,110,496,387,1070
868,14_6_1,9,186,441,487,1068
869,14_6_1,9,261,413,578,1069
870,14_6_1,9,356,383,670,1038
871,14_6_1,9,445,374,752,1022
872,14_6_1,9,496,335,786,956
873,14_6_1,9,521,290,800,901
874,14_6_1,9,529,277,793,862
875,14_6_1,9,542,253,779,785
876,14_6_1,9,545,240,770,754
877,14_6_1,9,552,230,755,701
878,14_6_1,9,541,211,734,663
879,14_6_1,9,530,197,715,637
880,14_6_1,9,528,195,694,598
881,14_6_1,9,520,195,675,584
882,14_6_1,9,518,186,657,545
883,14_6_1,9,507,181,640,531
884,14_6_1,9,499,182,622,514
885,14_6_1,9,496,175,611,488
886,14_6_1,9,493,173,605,482
887,14_6_1,9,499,158,607,455
888,14_6_1,9,499,155,604,442
889,14_6_1,9,501,149,602,424
890,14_6_1,9,506,149,602,415
891,14_6_1,9,511,150,601,402
892,14_6_1,9,512,141,600,392
893,14_6_1,9,512,140,597,385
894,14_6_1,9,513,135,593,368
895,14_6_1,9,516,136,591,359
896,14_6_1,9,520,139,591,351
897,14_6_1,9,522,137,590,341
898,14_6_1,9,520,135,586,335
899,14_6_1,9,515,130,580,327
900,14_6_1,9,511,132,574,324
901,14_6_1,9,512,129,571,313
902,14_6_1,9,511,128,567,308
903,14_6_1,9,507,132,561,306
904,14_6_1,9,504,128,556,297
905,14_6_1,9,498,117,551,293
906,14_6_1,9,498,113,549,285
907,14_6_1,9,493,103,544,279
908,14_6_1,9,490,99,540,271
909,14_6_1,9,479,103,527,270
910,14_6_1,9,474,104,521,269
911,14_6_1,9,470,110,514,266
912,14_6_1,9,468,110,511,263
913,14_6_1,9,468,127,504,255
914,14_6_1,9,468,133,502,252
915,14_6_1,9,468,131,502,251
916,14_6_1,9,467,109,506,249
917,14_6_1,9,467,99,507,246
918,14_6_1,9,468,95,509,243
919,14_6_1,9,469,88,511,240
920,14_6_1,9,471,89,512,238
921,14_6_1,9,475,93,513,234
922,14_6_1,9,477,94,513,231
923,14_6_1,9,476,93,513,229
924,14_6_1,9,475,92,511,226
925,14_6_1,9,474,91,509,224
926,14_6_1,9,474,97,507,221
927,14_6_1,9,473,98,505,217
928,14_6_1,9,469,95,502,216
929,14_6_1,9,469,94,501,213
930,14_6_1,9,463,96,493,208
931,14_6_1,9,459,92,489,205
932,14_6_1,9,457,91,487,202
933,14_6_1,9,451,86,482,202
934,14_6_1,9,448,85,479,199
935,14_6_1,9,446,85,477,200
936,14_6_1,9,443,88,475,198
937,14_6_1,9,442,89,473,198
938,14_6_1,9,441,89,472,194
939,14_6_1,9,439,89,469,192
943,14_6_1,9,442,80,475,187
944,14_6_1,9,442,79,474,185
945,14_6_1,9,443,78,476,185
946,14_6_1,9,448,81,480,181
947,14_6_1,9,449,82,480,180
948,14_6_1,9,451,84,481,175
949,14_6_1,9,455,86,484,176
950,14_6_1,9,456,84,486,177
951,14_6_1,9,461,90,488,175
952,14_6_1,9,462,91,488,173
