frame_num,obj_id,camera,x1,y1,x2,y2
1580,5_5_1,3,313,905,481,1073
1581,5_5_1,3,329,813,590,1073
1582,5_5_1,3,374,764,683,1073
1583,5_5_1,3,440,706,797,1068
1584,5_5_1,3,477,641,895,1070
1585,5_5_1,3,489,595,947,1074
1586,5_5_1,3,499,549,986,1073
1587,5_5_1,3,513,508,1021,1075
1588,5_5_1,3,535,481,1043,1073
1589,5_5_1,3,560,447,1043,1035
1590,5_5_1,3,568,418,1036,1010
1591,5_5_1,3,581,399,1014,972
1592,5_5_1,3,604,376,986,902
1593,5_5_1,3,615,368,968,878
1594,5_5_1,3,629,350,950,837
1595,5_5_1,3,636,334,929,797
1596,5_5_1,3,632,326,906,777
1597,5_5_1,3,627,312,870,728
1598,5_5_1,3,622,304,848,707
1599,5_5_1,3,624,298,835,690
1600,5_5_1,3,629,288,819,654
1601,5_5_1,3,628,283,807,642
1602,5_5_1,3,625,276,790,619
1603,5_5_1,3,626,267,781,600
1604,5_5_1,3,634,264,780,591
1605,5_5_1,3,648,260,784,571
1606,5_5_1,3,667,256,795,556
1607,5_5_1,3,681,256,804,552
1608,5_5_1,3,697,253,810,533
1609,5_5_1,3,711,247,820,522
1610,5_5_1,3,726,255,833,522
1611,5_5_1,3,741,249,847,513
1612,5_5_1,3,763,247,865,506
1613,5_5_1,3,776,247,875,502
1614,5_5_1,3,794,255,878,477
1615,5_5_1,3,807,252,887,464
1662,5_5_1,12,1083,698,1386,1072
1663,5_5_1,12,937,635,1288,1070
1664,5_5_1,12,820,558,1229,1070
1665,5_5_1,12,726,512,1162,1066
1666,5_5_1,12,640,462,1107,1068
1667,5_5_1,12,563,410,1058,1071
1668,5_5_1,12,520,389,1004,1057
1669,5_5_1,12,489,357,943,1006
1670,5_5_1,12,458,330,892,977
1671,5_5_1,12,448,318,854,945
1672,5_5_1,12,440,295,804,883
1673,5_5_1,12,436,278,763,829
1674,5_5_1,12,430,267,728,789
1675,5_5_1,12,420,247,690,741
1676,5_5_1,12,417,251,665,721
1677,5_5_1,12,409,236,638,687
1678,5_5_1,12,406,225,614,651
1679,5_5_1,12,409,227,593,619
1680,5_5_1,12,408,225,572,587
1681,5_5_1,12,401,217,560,575
1682,5_5_1,12,393,214,548,573
1683,5_5_1,12,390,205,533,548
1684,5_5_1,12,387,207,517,528
1685,5_5_1,12,382,203,504,512
1686,5_5_1,12,378,190,494,494
1687,5_5_1,12,371,187,483,485
1688,5_5_1,12,372,185,476,468
1689,5_5_1,12,370,184,468,454
1690,5_5_1,12,366,186,459,449
1691,5_5_1,12,361,179,449,435
1692,5_5_1,12,357,178,442,429
1693,5_5_1,12,354,174,436,425
1694,5_5_1,12,355,167,433,409
1695,5_5_1,12,355,167,429,400
1696,5_5_1,12,354,167,425,393
1697,5_5_1,12,354,164,421,383
1698,5_5_1,12,353,166,418,381
1699,5_5_1,12,355,164,416,368
1700,5_5_1,12,354,157,415,362
1701,5_5_1,12,353,162,411,358
1702,5_5_1,12,351,158,407,351
1703,5_5_1,12,347,154,402,346
1704,5_5_1,12,343,151,397,340
1705,5_5_1,12,341,145,395,335
1706,5_5_1,12,340,146,391,331
1707,5_5_1,12,336,145,387,327
1708,5_5_1,12,333,149,381,321
1709,5_5_1,12,331,154,375,314
1710,5_5_1,12,329,153,371,307
1711,5_5_1,12,327,150,370,305
1712,5_5_1,12,326,150,368,304
1713,5_5_1,12,320,135,365,301
1714,5_5_1,12,318,130,363,299
1715,5_5_1,12,317,127,361,296
1716,5_5_1,12,318,128,360,289
1717,5_5_1,12,321,134,359,283
1718,5_5_1,12,321,136,358,280
1719,5_5_1,12,319,132,356,276
1720,5_5_1,12,318,133,355,276
1721,5_5_1,12,318,134,353,270
1722,5_5_1,12,317,129,353,269
1723,5_5_1,12,317,130,352,267
1724,5_5_1,12,316,126,351,262
1725,5_5_1,12,316,126,349,258
1726,5_5_1,12,316,124,349,256
1727,5_5_1,12,316,120,349,252
1728,5_5_1,12,317,121,350,250
