frame_num,obj_id,camera,x1,y1,x2,y2
3,18_1_1,13,854,228,940,417
4,18_1_1,13,835,230,923,423
5,18_1_1,13,804,218,895,419
6,18_1_1,13,766,221,857,421
7,18_1_1,13,741,233,821,411
8,18_1_1,13,708,214,792,402
9,18_1_1,13,678,208,764,401
10,18_1_1,13,651,199,735,389
11,18_1_1,13,621,194,708,391
12,18_1_1,13,600,188,687,385
13,18_1_1,13,584,183,669,379
14,18_1_1,13,572,183,652,372
15,18_1_1,13,560,181,638,367
16,18_1_1,13,549,173,626,360
17,18_1_1,13,538,174,613,357
18,18_1_1,13,530,170,602,352
19,18_1_1,13,527,166,595,342
20,18_1_1,13,523,167,590,344
21,18_1_1,13,517,161,583,337
22,18_1_1,13,509,163,573,331
23,18_1_1,13,504,161,566,325
24,18_1_1,13,500,156,560,318
25,18_1_1,13,496,154,555,316
26,18_1_1,13,497,155,552,307
27,18_1_1,13,496,154,551,304
28,18_1_1,13,495,153,548,299
29,18_1_1,13,494,150,546,295
30,18_1_1,13,497,150,548,290
31,18_1_1,13,501,149,552,290
32,18_1_1,13,507,147,557,285
33,18_1_1,13,513,147,561,281
34,18_1_1,13,517,147,567,285
35,18_1_1,13,523,145,570,274
36,18_1_1,13,526,146,574,281
37,18_1_1,13,528,145,580,288
38,18_1_1,13,532,145,583,291
39,18_1_1,13,534,145,584,292
40,18_1_1,13,535,146,585,293
41,18_1_1,13,536,147,584,290
42,18_1_1,13,537,147,584,289
43,18_1_1,13,538,147,584,289
44,18_1_1,13,538,147,585,288
45,18_1_1,13,538,146,584,288
46,18_1_1,13,539,144,585,287
47,18_1_1,13,539,143,585,289
48,18_1_1,13,539,144,585,290
49,18_1_1,13,539,144,586,292
50,18_1_1,13,539,143,586,293
51,18_1_1,13,540,143,585,289
52,18_1_1,13,540,144,585,287
53,18_1_1,13,540,144,585,287
54,18_1_1,13,540,144,585,287
55,18_1_1,13,540,144,585,287
56,18_1_1,13,541,143,585,285
57,18_1_1,13,541,143,585,284
58,18_1_1,13,541,142,585,284
59,18_1_1,13,541,142,585,284
60,18_1_1,13,541,142,585,284
61,18_1_1,13,541,143,585,286
62,18_1_1,13,541,144,585,283
63,18_1_1,13,541,144,586,285
64,18_1_1,13,541,144,586,286
65,18_1_1,13,541,144,586,286
66,18_1_1,13,540,145,585,286
67,18_1_1,13,540,146,584,286
68,18_1_1,13,540,146,584,287
69,18_1_1,13,540,147,585,287
70,18_1_1,13,540,147,584,287
71,18_1_1,13,540,147,585,288
72,18_1_1,13,540,147,585,288
73,18_1_1,13,540,147,586,289
74,18_1_1,13,540,147,586,290
75,18_1_1,13,540,147,585,291
76,18_1_1,13,539,147,584,288
77,18_1_1,13,539,148,584,288
78,18_1_1,13,539,148,584,289
79,18_1_1,13,539,148,584,289
80,18_1_1,13,539,148,584,290
81,18_1_1,13,538,147,585,294
82,18_1_1,13,537,147,585,296
83,18_1_1,13,537,146,585,297
84,18_1_1,13,537,146,585,297
85,18_1_1,13,537,146,585,297
86,18_1_1,13,538,146,584,293
87,18_1_1,13,538,145,584,289
88,18_1_1,13,538,146,584,290
89,18_1_1,13,539,146,584,291
90,18_1_1,13,539,146,584,291
91,18_1_1,13,539,145,585,289
92,18_1_1,13,539,145,585,289
93,18_1_1,13,539,145,585,289
94,18_1_1,13,539,144,585,288
95,18_1_1,13,539,144,585,288
96,18_1_1,13,540,145,585,288
97,18_1_1,13,540,145,585,288
98,18_1_1,13,540,145,585,288
99,18_1_1,13,540,145,585,288
100,18_1_1,13,540,145,585,288
101,18_1_1,13,539,144,585,288
102,18_1_1,13,539,144,585,288
103,18_1_1,13,539,143,585,287
104,18_1_1,13,539,144,585,287
105,18_1_1,13,539,144,585,287
106,18_1_1,13,541,145,585,283
107,18_1_1,13,541,145,585,282
108,18_1_1,13,541,145,585,281
109,18_1_1,13,541,146,585,281
110,18_1_1,13,541,146,585,281
111,18_1_1,13,541,145,585,281
112,18_1_1,13,541,145,585,280
113,18_1_1,13,541,145,585,280
114,18_1_1,13,541,144,585,280
115,18_1_1,13,541,144,585,280
116,18_1_1,13,541,146,585,283
117,18_1_1,13,540,146,586,285
118,18_1_1,13,541,146,586,285
119,18_1_1,13,540,146,586,285
120,18_1_1,13,541,146,585,285
121,18_1_1,13,541,144,586,285
122,18_1_1,13,541,144,587,285
123,18_1_1,13,541,143,587,284
124,18_1_1,13,541,143,587,284
125,18_1_1,13,541,144,586,284
126,18_1_1,13,541,144,586,284
127,18_1_1,13,541,144,586,283
128,18_1_1,13,541,144,586,283
129,18_1_1,13,541,143,586,283
130,18_1_1,13,541,143,587,285
131,18_1_1,13,541,143,587,285
132,18_1_1,13,541,145,587,286
133,18_1_1,13,543,143,588,282
134,18_1_1,13,542,145,587,284
135,18_1_1,13,540,144,586,284
136,18_1_1,13,537,145,582,284
137,18_1_1,13,533,147,578,284
138,18_1_1,13,529,147,573,286
139,18_1_1,13,524,149,567,281
140,18_1_1,13,511,151,554,279
141,18_1_1,13,502,150,547,281
142,18_1_1,13,496,151,541,280
143,18_1_1,13,490,148,536,284
144,18_1_1,13,484,147,531,284
145,18_1_1,13,479,147,525,285
146,18_1_1,13,472,147,520,287
147,18_1_1,13,465,149,514,292
148,18_1_1,13,458,150,508,294
149,18_1_1,13,453,149,502,294
150,18_1_1,13,450,150,500,297
151,18_1_1,13,449,151,498,300
152,18_1_1,13,448,151,498,301
153,18_1_1,13,449,152,498,303
154,18_1_1,13,448,154,499,310
155,18_1_1,13,448,153,499,311
156,18_1_1,13,449,152,501,317
157,18_1_1,13,452,153,505,322
158,18_1_1,13,455,155,508,324
159,18_1_1,13,457,155,510,329
160,18_1_1,13,458,157,511,334
161,18_1_1,13,461,156,514,335
162,18_1_1,13,462,164,516,344
163,18_1_1,13,467,169,520,349
164,18_1_1,13,471,166,526,351
165,18_1_1,13,475,163,531,355
166,18_1_1,13,476,166,533,362
167,18_1_1,13,479,169,537,367
168,18_1_1,13,482,175,541,375
169,18_1_1,13,487,178,548,380
170,18_1_1,13,493,178,556,388
171,18_1_1,13,499,182,564,395
172,18_1_1,13,500,182,566,399
173,18_1_1,13,505,183,572,402
174,18_1_1,13,508,189,576,411
175,18_1_1,13,514,193,584,417
176,18_1_1,13,521,194,593,428
177,18_1_1,13,525,197,599,437
178,18_1_1,13,530,199,605,441
179,18_1_1,13,538,202,617,457
180,18_1_1,13,547,213,628,469
181,18_1_1,13,556,212,640,473
182,18_1_1,13,573,219,657,478
183,18_1_1,13,585,224,671,492
184,18_1_1,13,595,229,685,505
185,18_1_1,13,606,237,699,521
186,18_1_1,13,624,237,721,537
