frame_num,obj_id,camera,x1,y1,x2,y2
227,3_2_1,9,458,78,478,143
228,3_2_1,9,457,78,478,143
229,3_2_1,9,458,79,478,144
230,3_2_1,9,457,78,478,144
231,3_2_1,9,457,79,477,145
232,3_2_1,9,457,82,477,146
233,3_2_1,9,457,80,479,149
234,3_2_1,9,457,80,479,150
235,3_2_1,9,458,82,479,149
236,3_2_1,9,456,80,478,151
237,3_2_1,9,456,80,478,152
238,3_2_1,9,456,81,478,152
239,3_2_1,9,457,83,478,152
240,3_2_1,9,457,82,479,152
241,3_2_1,9,456,82,479,154
242,3_2_1,9,456,82,479,154
243,3_2_1,9,455,82,478,155
244,3_2_1,9,455,83,479,157
245,3_2_1,9,455,83,479,158
246,3_2_1,9,455,80,480,157
247,3_2_1,9,456,82,480,158
248,3_2_1,9,456,82,481,158
249,3_2_1,9,456,82,481,159
250,3_2_1,9,456,81,481,160
251,3_2_1,9,456,82,482,162
252,3_2_1,9,457,83,482,163
253,3_2_1,9,456,83,482,163
254,3_2_1,9,456,83,482,164
255,3_2_1,9,457,83,483,167
256,3_2_1,9,458,82,485,169
257,3_2_1,9,458,82,486,170
258,3_2_1,9,458,82,486,171
259,3_2_1,9,458,83,485,171
260,3_2_1,9,458,83,486,173
261,3_2_1,9,457,84,486,174
262,3_2_1,9,457,84,486,175
263,3_2_1,9,456,84,485,176
264,3_2_1,9,456,85,485,176
265,3_2_1,9,455,84,485,177
266,3_2_1,9,456,88,485,178
267,3_2_1,9,459,90,488,177
268,3_2_1,9,463,93,491,178
269,3_2_1,9,466,92,494,178
270,3_2_1,9,467,92,495,180
271,3_2_1,9,467,95,496,184
272,3_2_1,9,469,101,496,185
273,3_2_1,9,471,101,497,187
274,3_2_1,9,472,98,500,189
275,3_2_1,9,472,97,500,190
276,3_2_1,9,472,98,500,191
277,3_2_1,9,472,95,501,194
278,3_2_1,9,471,92,501,194
279,3_2_1,9,470,92,501,195
280,3_2_1,9,471,90,502,197
281,3_2_1,9,470,91,501,199
282,3_2_1,9,470,91,502,201
283,3_2_1,9,469,90,502,204
284,3_2_1,9,470,89,503,205
285,3_2_1,9,471,90,505,207
286,3_2_1,9,471,93,504,208
287,3_2_1,9,471,95,504,209
288,3_2_1,9,471,98,503,210
289,3_2_1,9,473,95,506,212
290,3_2_1,9,476,99,508,214
291,3_2_1,9,479,103,510,215
292,3_2_1,9,480,104,512,217
293,3_2_1,9,482,106,514,220
294,3_2_1,9,485,111,516,222
295,3_2_1,9,488,112,518,223
296,3_2_1,9,489,112,520,226
297,3_2_1,9,490,116,521,228
298,3_2_1,9,490,115,522,231
299,3_2_1,9,490,113,524,236
300,3_2_1,9,490,112,525,236
301,3_2_1,9,492,110,529,240
302,3_2_1,9,493,112,529,243
