frame_num,obj_id,camera,x1,y1,x2,y2
663,5_1_1,4,1809,708,1917,1044
664,5_1_1,4,1783,588,1932,1051
665,5_1_1,4,1775,557,1930,1041
666,5_1_1,4,1764,542,1921,1035
667,5_1_1,4,1741,535,1906,1045
668,5_1_1,4,1723,530,1897,1063
669,5_1_1,4,1711,522,1893,1066
670,5_1_1,4,1706,520,1891,1065
671,5_1_1,4,1699,517,1890,1068
672,5_1_1,4,1695,518,1890,1069
673,5_1_1,4,1694,520,1891,1068
674,5_1_1,4,1696,525,1895,1070
675,5_1_1,4,1692,526,1895,1072
676,5_1_1,4,1688,526,1894,1072
677,5_1_1,4,1684,527,1893,1073
678,5_1_1,4,1680,527,1891,1073
679,5_1_1,4,1677,526,1891,1072
680,5_1_1,4,1675,525,1891,1073
681,5_1_1,4,1676,528,1892,1071
682,5_1_1,4,1673,524,1893,1074
683,5_1_1,4,1672,523,1893,1075
684,5_1_1,4,1671,523,1894,1075
685,5_1_1,4,1671,522,1894,1074
686,5_1_1,4,1671,523,1895,1075
687,5_1_1,4,1671,524,1895,1075
688,5_1_1,4,1672,524,1896,1074
689,5_1_1,4,1672,525,1896,1074
690,5_1_1,4,1672,525,1896,1074
691,5_1_1,4,1672,525,1895,1072
692,5_1_1,4,1671,526,1895,1072
693,5_1_1,4,1673,530,1896,1070
694,5_1_1,4,1672,528,1896,1071
695,5_1_1,4,1671,527,1897,1071
696,5_1_1,4,1671,526,1898,1073
697,5_1_1,4,1671,526,1899,1073
698,5_1_1,4,1671,526,1900,1073
699,5_1_1,4,1671,525,1901,1073
700,5_1_1,4,1671,526,1901,1072
701,5_1_1,4,1670,528,1898,1072
702,5_1_1,4,1669,529,1898,1072
703,5_1_1,4,1668,529,1898,1073
704,5_1_1,4,1668,529,1898,1073
705,5_1_1,4,1667,530,1898,1073
706,5_1_1,4,1666,527,1900,1074
707,5_1_1,4,1670,528,1901,1072
708,5_1_1,4,1675,532,1905,1071
709,5_1_1,4,1677,533,1907,1069
710,5_1_1,4,1677,532,1909,1071
711,5_1_1,4,1675,524,1912,1073
712,5_1_1,4,1677,524,1913,1072
713,5_1_1,4,1678,525,1914,1071
714,5_1_1,4,1680,532,1914,1074
715,5_1_1,4,1679,531,1915,1074
716,5_1_1,4,1679,531,1915,1074
717,5_1_1,4,1680,538,1913,1072
718,5_1_1,4,1678,534,1914,1074
719,5_1_1,4,1677,534,1914,1074
720,5_1_1,4,1677,534,1913,1074
721,5_1_1,4,1678,539,1913,1073
722,5_1_1,4,1677,533,1916,1077
723,5_1_1,4,1677,532,1915,1072
724,5_1_1,4,1677,531,1916,1073
725,5_1_1,4,1676,531,1915,1073
726,5_1_1,4,1679,535,1915,1068
727,5_1_1,4,1679,533,1916,1070
728,5_1_1,4,1680,533,1918,1073
729,5_1_1,4,1680,533,1917,1072
730,5_1_1,4,1680,533,1917,1072
731,5_1_1,4,1680,533,1917,1072
732,5_1_1,4,1680,533,1917,1072
733,5_1_1,4,1680,534,1917,1072
734,5_1_1,4,1680,536,1917,1074
735,5_1_1,4,1679,539,1915,1073
736,5_1_1,4,1677,533,1915,1073
737,5_1_1,4,1675,532,1914,1073
738,5_1_1,4,1677,539,1914,1075
739,5_1_1,4,1677,535,1916,1073
740,5_1_1,4,1679,538,1917,1075
741,5_1_1,4,1681,534,1918,1073
742,5_1_1,4,1678,535,1915,1074
743,5_1_1,4,1677,538,1912,1072
744,5_1_1,4,1674,532,1912,1071
745,5_1_1,4,1674,531,1912,1073
746,5_1_1,4,1676,537,1910,1069
747,5_1_1,4,1673,533,1910,1071
748,5_1_1,4,1673,532,1909,1071
749,5_1_1,4,1676,537,1911,1073
750,5_1_1,4,1675,536,1910,1070
751,5_1_1,4,1673,531,1911,1071
752,5_1_1,4,1675,531,1911,1067
753,5_1_1,4,1676,533,1910,1065
754,5_1_1,4,1673,528,1910,1069
755,5_1_1,4,1672,526,1910,1071
756,5_1_1,4,1672,525,1910,1071
757,5_1_1,4,1674,530,1909,1068
758,5_1_1,4,1673,526,1909,1070
759,5_1_1,4,1673,525,1909,1070
760,5_1_1,4,1674,524,1909,1071
761,5_1_1,4,1676,528,1909,1069
762,5_1_1,4,1674,526,1907,1068
763,5_1_1,4,1672,524,1906,1068
764,5_1_1,4,1672,523,1906,1067
765,5_1_1,4,1672,524,1906,1066
766,5_1_1,4,1673,522,1909,1070
767,5_1_1,4,1676,526,1909,1069
768,5_1_1,4,1677,529,1909,1068
769,5_1_1,4,1676,529,1909,1068
770,5_1_1,4,1674,528,1908,1070
771,5_1_1,4,1674,524,1908,1067
772,5_1_1,4,1674,523,1908,1066
773,5_1_1,4,1675,524,1908,1064
774,5_1_1,4,1675,524,1908,1064
775,5_1_1,4,1675,523,1908,1064
776,5_1_1,4,1676,526,1909,1065
777,5_1_1,4,1678,529,1909,1063
778,5_1_1,4,1677,524,1912,1067
779,5_1_1,4,1679,529,1913,1071
780,5_1_1,4,1679,527,1915,1073
781,5_1_1,4,1679,524,1915,1072
782,5_1_1,4,1679,524,1915,1072
783,5_1_1,4,1679,523,1915,1071
784,5_1_1,4,1681,528,1914,1069
785,5_1_1,4,1681,525,1916,1071
786,5_1_1,4,1682,524,1917,1071
787,5_1_1,4,1682,525,1917,1071
788,5_1_1,4,1682,524,1917,1071
789,5_1_1,4,1682,524,1917,1070
790,5_1_1,4,1681,523,1916,1070
791,5_1_1,4,1680,523,1915,1070
792,5_1_1,4,1681,523,1915,1070
793,5_1_1,4,1680,524,1914,1069
794,5_1_1,4,1679,526,1912,1067
795,5_1_1,4,1681,526,1914,1068
796,5_1_1,4,1681,525,1915,1069
797,5_1_1,4,1679,531,1912,1069
798,5_1_1,4,1677,526,1911,1068
799,5_1_1,4,1675,526,1910,1068
800,5_1_1,4,1674,524,1908,1069
801,5_1_1,4,1671,521,1906,1070
802,5_1_1,4,1668,519,1903,1070
803,5_1_1,4,1667,521,1901,1070
804,5_1_1,4,1673,532,1903,1070
