frame_num,obj_id,camera,x1,y1,x2,y2
37,19_3_1,12,291,126,315,208
38,19_3_1,12,295,132,317,205
39,19_3_1,12,298,129,319,200
40,19_3_1,12,300,129,320,197
42,19_3_1,12,301,122,326,202
43,19_3_1,12,303,122,329,206
44,19_3_1,12,306,119,333,208
45,19_3_1,12,307,118,337,212
46,19_3_1,12,307,118,337,212
47,19_3_1,12,305,118,336,213
48,19_3_1,12,306,118,337,215
49,19_3_1,12,305,118,337,219
50,19_3_1,12,305,119,338,219
51,19_3_1,12,304,118,338,225
52,19_3_1,12,304,118,340,227
53,19_3_1,12,299,123,334,229
54,19_3_1,12,298,120,335,233
55,19_3_1,12,297,124,333,233
56,19_3_1,12,299,132,332,232
57,19_3_1,12,298,137,330,236
58,19_3_1,12,297,134,330,235
59,19_3_1,12,296,133,331,240
60,19_3_1,12,296,132,332,242
61,19_3_1,12,298,137,333,243
62,19_3_1,12,298,138,334,245
63,19_3_1,12,296,127,335,243
64,19_3_1,12,295,122,336,245
65,19_3_1,12,295,128,337,252
66,19_3_1,12,295,133,335,255
67,19_3_1,12,295,137,334,256
68,19_3_1,12,295,138,334,258
69,19_3_1,12,291,136,330,257
70,19_3_1,12,288,138,329,264
71,19_3_1,12,288,138,329,266
72,19_3_1,12,289,134,332,266
73,19_3_1,12,289,134,332,268
74,19_3_1,12,289,152,327,271
75,19_3_1,12,289,159,326,274
76,19_3_1,12,288,168,324,278
77,19_3_1,12,288,171,323,280
78,19_3_1,12,287,157,327,282
79,19_3_1,12,286,158,327,284
80,19_3_1,12,280,139,326,286
81,19_3_1,12,276,143,323,292
82,19_3_1,12,273,137,323,299
83,19_3_1,12,273,137,322,300
84,19_3_1,12,273,132,323,303
85,19_3_1,12,274,148,320,306
86,19_3_1,12,273,150,319,308
87,19_3_1,12,272,149,320,315
88,19_3_1,12,273,152,322,320
89,19_3_1,12,277,160,324,322
90,19_3_1,12,275,157,326,331
91,19_3_1,12,273,155,325,334
92,19_3_1,12,270,152,324,337
93,19_3_1,12,268,149,325,344
94,19_3_1,12,270,154,326,346
95,19_3_1,12,272,152,329,352
96,19_3_1,12,270,153,330,360
97,19_3_1,12,268,153,329,363
98,19_3_1,12,268,158,329,371
99,19_3_1,12,271,171,331,379
100,19_3_1,12,273,169,334,381
101,19_3_1,12,274,168,338,389
102,19_3_1,12,272,170,337,394
103,19_3_1,12,270,166,337,397
104,19_3_1,12,271,168,341,408
105,19_3_1,12,273,167,346,417
106,19_3_1,12,276,163,351,419
107,19_3_1,12,275,170,351,429
108,19_3_1,12,274,173,352,439
109,19_3_1,12,273,174,354,448
110,19_3_1,12,278,176,361,461
111,19_3_1,12,284,178,367,466
112,19_3_1,12,285,178,373,478
113,19_3_1,12,285,184,373,484
114,19_3_1,12,285,185,376,494
115,19_3_1,12,288,187,383,514
116,19_3_1,12,292,192,390,529
117,19_3_1,12,300,194,400,537
118,19_3_1,12,301,203,407,562
119,19_3_1,12,301,209,411,580
120,19_3_1,12,305,213,418,593
121,19_3_1,12,316,223,434,623
122,19_3_1,12,324,226,446,634
123,19_3_1,12,325,231,456,670
124,19_3_1,12,323,245,459,704
125,19_3_1,12,322,251,461,719
126,19_3_1,12,320,268,466,757
127,19_3_1,12,321,274,474,788
128,19_3_1,12,313,278,483,844
129,19_3_1,12,298,300,477,896
130,19_3_1,12,280,314,464,924
131,19_3_1,12,259,333,454,990
132,19_3_1,12,234,358,438,1043
133,19_3_1,12,205,378,414,1056
134,19_3_1,12,174,411,391,1075
135,19_3_1,12,111,440,337,1083
136,19_3_1,12,99,454,329,1109
152,19_3_1,13,397,290,601,866
153,19_3_1,13,422,287,614,830
154,19_3_1,13,432,280,618,810
155,19_3_1,13,419,281,601,797
156,19_3_1,13,409,272,595,794
157,19_3_1,13,431,274,612,781
158,19_3_1,13,445,269,629,782
159,19_3_1,13,477,266,654,764
160,19_3_1,13,506,267,682,767
161,19_3_1,13,516,262,695,770
162,19_3_1,13,533,268,709,771
163,19_3_1,13,548,276,726,778
164,19_3_1,13,568,282,747,789
165,19_3_1,13,566,292,750,808
166,19_3_1,13,561,292,750,821
167,19_3_1,13,551,294,739,822
168,19_3_1,13,535,294,725,830
169,19_3_1,13,527,300,725,869
170,19_3_1,13,527,311,730,900
171,19_3_1,13,531,315,736,920
172,19_3_1,13,538,322,740,919
173,19_3_1,13,535,331,734,921
174,19_3_1,13,513,334,716,932
175,19_3_1,13,492,332,696,936
176,19_3_1,13,464,329,673,944
177,19_3_1,13,442,327,655,955
178,19_3_1,13,431,329,650,978
179,19_3_1,13,428,332,649,993
180,19_3_1,13,436,340,656,1006
181,19_3_1,13,447,345,666,1012
182,19_3_1,13,457,350,674,1004
183,19_3_1,13,468,354,686,1004
184,19_3_1,13,471,357,691,1006
185,19_3_1,13,472,364,690,1003
186,19_3_1,13,462,361,682,1004
187,19_3_1,13,458,358,679,1006
188,19_3_1,13,453,353,674,1002
189,19_3_1,13,446,349,669,1003
190,19_3_1,13,438,344,663,1009
191,19_3_1,13,431,341,656,1011
192,19_3_1,13,423,340,648,1011
193,19_3_1,13,421,340,645,1011
194,19_3_1,13,417,340,641,1010
195,19_3_1,13,418,342,641,1010
196,19_3_1,13,417,341,640,1011
197,19_3_1,13,420,341,644,1011
198,19_3_1,13,421,342,643,1011
199,19_3_1,13,422,343,643,1011
200,19_3_1,13,424,341,645,1012
201,19_3_1,13,423,341,643,1010
202,19_3_1,13,423,341,641,1009
203,19_3_1,13,423,340,641,1010
204,19_3_1,13,422,339,642,1018
205,19_3_1,13,425,339,641,1010
206,19_3_1,13,425,338,641,1010
207,19_3_1,13,426,340,642,1010
208,19_3_1,13,430,340,647,1011
209,19_3_1,13,436,340,653,1007
210,19_3_1,13,446,342,662,1003
211,19_3_1,13,458,344,676,1005
212,19_3_1,13,472,350,689,1001
213,19_3_1,13,484,357,702,1004
214,19_3_1,13,496,365,713,1004
215,19_3_1,13,503,368,722,1004
216,19_3_1,13,510,370,729,998
217,19_3_1,13,511,370,732,997
218,19_3_1,13,510,371,735,1005
219,19_3_1,13,505,373,731,1007
220,19_3_1,13,472,372,706,1016
221,19_3_1,13,428,374,671,1025
222,19_3_1,13,399,385,644,1026
223,19_3_1,13,353,385,603,1026
224,19_3_1,13,287,377,543,1044
225,19_3_1,13,253,388,499,1036
226,19_3_1,13,228,429,452,1032
227,19_3_1,13,209,436,430,1033
407,19_3_2,2,297,137,324,223
408,19_3_2,2,295,132,324,225
409,19_3_2,2,293,131,324,229
410,19_3_2,2,292,131,323,231
411,19_3_2,2,293,133,324,231
412,19_3_2,2,295,133,326,232
413,19_3_2,2,296,131,327,233
414,19_3_2,2,295,129,328,234
415,19_3_2,2,294,125,329,236
416,19_3_2,2,293,124,328,238
417,19_3_2,2,295,125,329,238
418,19_3_2,2,294,122,330,240
419,19_3_2,2,295,125,329,239
420,19_3_2,2,294,123,329,241
421,19_3_2,2,291,123,328,247
422,19_3_2,2,291,127,327,249
423,19_3_2,2,290,136,324,251
424,19_3_2,2,290,134,324,252
425,19_3_2,2,290,135,324,253
426,19_3_2,2,291,146,321,255
427,19_3_2,2,289,138,321,257
428,19_3_2,2,288,139,320,258
429,19_3_2,2,286,138,318,260
430,19_3_2,2,284,141,316,262
431,19_3_2,2,283,142,315,263
432,19_3_2,2,281,145,314,267
433,19_3_2,2,282,144,315,269
434,19_3_2,2,284,143,317,269
435,19_3_2,2,285,143,319,273
436,19_3_2,2,286,146,321,274
437,19_3_2,2,287,144,322,276
438,19_3_2,2,287,144,323,280
439,19_3_2,2,289,146,325,281
440,19_3_2,2,289,145,327,283
441,19_3_2,2,287,143,326,287
442,19_3_2,2,286,141,326,291
443,19_3_2,2,286,137,327,294
444,19_3_2,2,286,137,328,298
445,19_3_2,2,287,140,329,299
446,19_3_2,2,289,154,328,302
447,19_3_2,2,289,158,328,304
448,19_3_2,2,290,161,329,304
449,19_3_2,2,289,163,329,309
450,19_3_2,2,290,161,331,309
451,19_3_2,2,291,163,332,312
452,19_3_2,2,289,166,331,317
453,19_3_2,2,287,165,331,320
454,19_3_2,2,287,163,333,325
455,19_3_2,2,288,168,334,328
456,19_3_2,2,289,171,336,331
457,19_3_2,2,290,175,336,333
458,19_3_2,2,289,177,337,338
459,19_3_2,2,289,177,337,339
460,19_3_2,2,289,177,340,346
461,19_3_2,2,291,179,344,348
462,19_3_2,2,290,176,346,355
463,19_3_2,2,290,181,346,361
464,19_3_2,2,290,181,348,365
465,19_3_2,2,290,184,349,373
466,19_3_2,2,292,191,351,377
467,19_3_2,2,293,191,352,381
468,19_3_2,2,292,194,352,387
469,19_3_2,2,289,196,351,393
470,19_3_2,2,287,197,350,398
471,19_3_2,2,287,200,352,407
472,19_3_2,2,288,199,356,411
473,19_3_2,2,288,201,358,419
474,19_3_2,2,288,203,360,427
475,19_3_2,2,287,204,359,431
476,19_3_2,2,289,209,363,442
477,19_3_2,2,293,215,368,447
478,19_3_2,2,297,215,375,453
479,19_3_2,2,298,220,379,468
480,19_3_2,2,297,221,382,476
481,19_3_2,2,297,222,386,488
482,19_3_2,2,302,229,393,501
483,19_3_2,2,308,230,403,509
483,19_3_4,4,1609,139,1640,228
484,19_3_2,2,311,237,408,523
484,19_3_4,4,1611,139,1642,227
485,19_3_2,2,311,241,412,537
485,19_3_4,4,1612,139,1643,228
486,19_3_2,2,309,243,414,549
486,19_3_4,4,1612,138,1643,229
487,19_3_2,2,309,249,420,569
487,19_3_4,4,1611,139,1643,229
488,19_3_2,2,313,254,428,584
488,19_3_4,4,1612,139,1644,230
489,19_3_2,2,315,259,435,602
489,19_3_4,4,1613,139,1645,231
490,19_3_2,2,314,271,439,630
490,19_3_4,4,1610,136,1645,236
491,19_3_2,2,311,275,439,642
491,19_3_4,4,1606,137,1642,238
492,19_3_2,2,311,282,445,662
492,19_3_4,4,1605,138,1640,238
493,19_3_2,2,315,289,457,690
493,19_3_4,4,1607,140,1641,236
494,19_3_2,2,325,294,472,706
494,19_3_4,4,1607,139,1641,237
495,19_3_2,2,329,307,487,746
495,19_3_3,2,299,126,326,229
495,19_3_4,4,1608,140,1643,240
496,19_3_2,2,332,314,497,771
496,19_3_3,2,301,125,329,231
496,19_3_4,4,1606,138,1642,241
497,19_3_2,2,333,319,505,792
497,19_3_3,2,302,129,330,234
497,19_3_4,4,1608,137,1644,240
498,19_3_2,2,343,337,523,834
498,19_3_3,2,297,119,327,235
498,19_3_4,4,1608,135,1646,242
499,19_3_2,2,356,345,543,857
499,19_3_3,2,297,116,329,237
499,19_3_4,4,1608,134,1647,244
500,19_3_2,2,367,361,567,907
500,19_3_3,2,298,115,331,239
500,19_3_4,4,1608,133,1648,246
501,19_3_2,2,371,387,581,961
501,19_3_3,2,300,121,331,239
501,19_3_4,4,1607,135,1646,247
502,19_3_2,2,370,399,587,986
502,19_3_3,2,299,120,331,241
502,19_3_4,4,1611,133,1651,250
503,19_3_2,2,383,427,619,1049
503,19_3_3,2,301,123,332,244
503,19_3_4,4,1607,134,1646,249
504,19_3_2,2,406,454,643,1073
504,19_3_3,2,300,121,333,247
504,19_3_4,4,1602,136,1640,249
505,19_3_2,2,439,480,678,1082
