frame_num,obj_id,camera,x1,y1,x2,y2
288,1_2_1,10,30,326,96,688
289,1_2_1,10,31,327,97,690
290,1_2_1,10,41,328,105,680
291,1_2_1,10,49,333,114,684
292,1_2_1,10,55,336,120,678
293,1_2_1,10,60,340,124,674
294,1_2_1,10,65,345,130,674
295,1_2_1,10,68,348,136,685
296,1_2_1,10,68,357,141,707
297,1_2_1,10,70,369,145,718
298,1_2_1,10,74,370,153,718
299,1_2_1,10,81,375,165,728
300,1_2_1,10,91,383,182,758
301,1_2_1,10,105,384,202,770
302,1_2_1,10,125,392,232,800
303,1_2_1,10,136,403,252,831
304,1_2_1,10,154,409,278,851
305,1_2_1,10,185,423,320,882
306,1_2_1,10,215,426,357,906
307,1_2_1,10,248,436,407,957
308,1_2_1,10,282,455,452,1000
309,1_2_1,10,323,465,500,1026
310,1_2_1,10,384,498,565,1059
311,1_2_1,10,453,514,637,1076
312,1_2_1,10,533,545,718,1083
313,1_2_1,10,614,586,793,1082
314,1_2_1,10,715,614,889,1080
315,1_2_1,10,759,630,933,1096
317,1_2_1,9,2,562,170,1043
318,1_2_1,9,89,524,276,1050
319,1_2_1,9,144,489,350,1063
320,1_2_1,9,233,452,459,1070
321,1_2_1,9,322,429,560,1068
322,1_2_1,9,387,397,623,1026
323,1_2_1,9,453,372,690,997
324,1_2_1,9,492,349,725,959
325,1_2_1,9,523,330,739,898
326,1_2_1,9,545,316,753,865
327,1_2_1,9,582,299,771,796
328,1_2_1,9,599,282,787,773
329,1_2_1,9,608,268,788,741
330,1_2_1,9,611,257,776,692
331,1_2_1,9,609,252,766,667
332,1_2_1,9,613,234,759,623
333,1_2_1,9,611,225,751,601
334,1_2_1,9,603,220,737,582
335,1_2_1,9,595,206,722,550
336,1_2_1,9,586,204,710,541
337,1_2_1,9,582,195,697,508
338,1_2_1,9,576,189,688,495
339,1_2_1,9,573,186,679,478
340,1_2_1,9,568,179,669,459
341,1_2_1,9,563,176,663,457
342,1_2_1,9,565,170,659,435
343,1_2_1,9,565,167,656,425
344,1_2_1,9,563,165,651,415
345,1_2_1,9,558,159,643,402
346,1_2_1,9,556,159,638,396
347,1_2_1,9,554,151,634,385
348,1_2_1,9,553,149,631,377
349,1_2_1,9,550,150,625,367
350,1_2_1,9,547,143,621,358
