frame_num,x1,y1,x2,y2,track,hour,camera,w,h,track_length,max_track_len,departure,entrance
97,1263,188,1321,438,1,11,1,58,250,0,31,0,1
98,1269,182,1327,431,1,11,1,58,249,1,31,0,0
99,1292,188,1351,434,1,11,1,59,246,2,31,0,0
100,1313,195,1374,444,1,11,1,61,249,3,31,0,0
101,1333,193,1400,457,1,11,1,67,264,4,31,0,0
102,1349,199,1419,474,1,11,1,70,275,5,31,0,0
103,1356,200,1430,482,1,11,1,74,282,6,31,0,0
104,1359,209,1436,499,1,11,1,77,290,7,31,0,0
105,1367,216,1449,517,1,11,1,82,301,8,31,0,0
106,1379,218,1467,531,1,11,1,88,313,9,31,0,0
107,1383,229,1477,553,1,11,1,94,324,10,31,0,0
108,1379,234,1476,560,1,11,1,97,326,11,31,0,0
109,1374,244,1477,588,1,11,1,103,344,12,31,0,0
110,1375,253,1483,610,1,11,1,108,357,13,31,0,0
111,1376,260,1489,625,1,11,1,113,365,14,31,0,0
112,1372,276,1493,657,1,11,1,121,381,15,31,0,0
113,1360,281,1488,679,1,11,1,128,398,16,31,0,0
114,1351,298,1488,722,1,11,1,137,424,17,31,0,0
115,1351,310,1496,755,1,11,1,145,445,18,31,0,0
116,1349,318,1507,792,1,11,1,158,474,19,31,0,0
117,1339,338,1508,838,1,11,1,169,500,20,31,0,0
118,1325,348,1498,854,1,11,1,173,506,21,31,0,0
119,1296,373,1488,932,1,11,1,192,559,22,31,0,0
120,1274,396,1480,981,1,11,1,206,585,23,31,0,0
121,1257,424,1483,1045,1,11,1,226,621,24,31,0,0
122,1243,466,1473,1072,1,11,1,230,606,25,31,0,0
123,1192,494,1428,1080,1,11,1,236,586,26,31,0,0
124,1153,560,1383,1080,1,11,1,230,520,27,31,0,0
125,1156,627,1373,1080,1,11,1,217,453,28,31,0,0
126,1138,696,1347,1080,1,11,1,209,384,29,31,0,0
127,1115,817,1283,1078,1,11,1,168,261,30,31,0,0
128,1080,954,1184,1080,1,11,1,104,126,31,31,1,0
225,1607,156,1645,271,2,11,1,38,115,0,0,0,0
227,1591,156,1626,267,3,11,1,35,111,0,25,0,1
228,1577,156,1616,280,3,11,1,39,124,1,25,0,0
229,1566,157,1607,289,3,11,1,41,132,2,25,0,0
230,1559,158,1602,294,3,11,1,43,136,3,25,0,0
231,1546,155,1590,292,3,11,1,44,137,4,25,0,0
232,1537,157,1582,296,3,11,1,45,139,5,25,0,0
233,1529,158,1575,300,3,11,1,46,142,6,25,0,0
234,1519,158,1566,301,3,11,1,47,143,7,25,0,0
235,1508,159,1556,305,3,11,1,48,146,8,25,0,0
236,1500,161,1548,308,3,11,1,48,147,9,25,0,0
237,1495,164,1541,306,3,11,1,46,142,10,25,0,0
238,1488,166,1535,311,3,11,1,47,145,11,25,0,0
239,1478,167,1526,312,3,11,1,48,145,12,25,0,0
240,1464,166,1513,314,3,11,1,49,148,13,25,0,0
241,1448,165,1500,320,3,11,1,52,155,14,25,0,0
242,1437,166,1491,325,3,11,1,54,159,15,25,0,0
243,1427,169,1479,325,3,11,1,52,156,16,25,0,0
244,1414,170,1468,327,3,11,1,54,157,17,25,0,0
245,1404,171,1458,330,3,11,1,54,159,18,25,0,0
246,1378,169,1433,331,3,11,1,55,162,19,25,0,0
247,1359,169,1415,332,3,11,1,56,163,20,25,0,0
248,1344,169,1399,332,3,11,1,55,163,21,25,0,0
249,1323,167,1379,331,3,11,1,56,164,22,25,0,0
250,1307,167,1363,331,3,11,1,56,164,23,25,0,0
251,1283,166,1338,331,3,11,1,55,165,24,25,0,0
252,1268,166,1323,332,3,11,1,55,166,25,25,1,0
417,1441,147,1476,293,4,11,1,35,146,0,3,0,0
418,1453,146,1489,293,4,11,1,36,147,1,3,0,0
419,1467,146,1502,293,4,11,1,35,147,2,3,0,0
422,1509,150,1544,286,4,11,1,35,136,0,3,0,0
423,1524,150,1560,285,4,11,1,36,135,1,3,0,0
424,1539,150,1574,286,4,11,1,35,136,2,3,0,0
425,1553,149,1588,283,4,11,1,35,134,3,3,0,0
427,1580,150,1616,280,4,11,1,36,130,0,3,0,0
428,1595,152,1630,279,4,11,1,35,127,1,3,0,0
429,1608,152,1643,278,4,11,1,35,126,2,3,0,0
494,1608,151,1644,275,5,11,1,36,124,0,25,0,1
495,1595,157,1631,281,5,11,1,36,124,1,25,0,0
496,1583,152,1621,281,5,11,1,38,129,2,25,0,0
497,1571,150,1608,275,5,11,1,37,125,3,25,0,0
498,1556,152,1594,280,5,11,1,38,128,4,25,0,0
499,1542,151,1582,288,5,11,1,40,137,5,25,0,0
500,1531,156,1572,293,5,11,1,41,137,6,25,0,0
501,1521,155,1564,298,5,11,1,43,143,7,25,0,0
502,1513,155,1557,300,5,11,1,44,145,8,25,0,0
503,1504,159,1548,303,5,11,1,44,144,9,25,0,0
504,1494,161,1538,305,5,11,1,44,144,10,25,0,0
505,1481,160,1529,313,5,11,1,48,153,11,25,0,0
506,1473,161,1523,318,5,11,1,50,157,12,25,0,0
507,1464,162,1513,320,5,11,1,49,158,13,25,0,0
508,1453,164,1503,323,5,11,1,50,159,14,25,0,0
509,1440,164,1491,325,5,11,1,51,161,15,25,0,0
510,1421,162,1473,330,5,11,1,52,168,16,25,0,0
511,1406,166,1460,333,5,11,1,54,167,17,25,0,0
512,1386,166,1441,341,5,11,1,55,175,18,25,0,0
513,1366,165,1423,342,5,11,1,57,177,19,25,0,0
514,1345,166,1400,335,5,11,1,55,169,20,25,0,0
515,1321,164,1374,332,5,11,1,53,168,21,25,0,0
516,1299,168,1353,333,5,11,1,54,165,22,25,0,0
517,1271,168,1324,333,5,11,1,53,165,23,25,0,0
518,1251,170,1305,341,5,11,1,54,171,24,25,0,0
519,1234,171,1288,344,5,11,1,54,173,25,25,1,0
509,1595,157,1650,286,6,11,1,55,129,0,26,0,1
510,1587,155,1642,285,6,11,1,55,130,1,26,0,0
511,1578,154,1633,283,6,11,1,55,129,2,26,0,0
512,1565,155,1620,284,6,11,1,55,129,3,26,0,0
513,1548,152,1607,294,6,11,1,59,142,4,26,0,0
514,1538,154,1599,297,6,11,1,61,143,5,26,0,0
515,1531,153,1592,299,6,11,1,61,146,6,26,0,0
516,1524,155,1585,301,6,11,1,61,146,7,26,0,0
517,1514,157,1575,303,6,11,1,61,146,8,26,0,0
518,1501,156,1566,311,6,11,1,65,155,9,26,0,0
519,1493,157,1559,315,6,11,1,66,158,10,26,0,0
520,1487,159,1551,313,6,11,1,64,154,11,26,0,0
521,1479,162,1543,317,6,11,1,64,155,12,26,0,0
522,1466,162,1530,320,6,11,1,64,158,13,26,0,0
523,1446,161,1514,326,6,11,1,68,165,14,26,0,0
524,1436,165,1503,328,6,11,1,67,163,15,26,0,0
525,1424,163,1492,332,6,11,1,68,169,16,26,0,0
526,1411,168,1479,337,6,11,1,68,169,17,26,0,0
527,1394,169,1461,338,6,11,1,67,169,18,26,0,0
528,1373,168,1441,341,6,11,1,68,173,19,26,0,0
529,1353,169,1419,340,6,11,1,66,171,20,26,0,0
530,1336,168,1400,335,6,11,1,64,167,21,26,0,0
531,1316,169,1380,335,6,11,1,64,166,22,26,0,0
532,1291,170,1356,344,6,11,1,65,174,23,26,0,0
533,1268,170,1329,338,6,11,1,61,168,24,26,0,0
534,1252,173,1313,344,6,11,1,61,171,25,26,0,0
535,1235,174,1297,346,6,11,1,62,172,26,26,1,0
607,1260,175,1339,425,7,11,1,79,250,0,38,0,1
608,1262,178,1339,420,7,11,1,77,242,1,38,0,0
609,1266,178,1342,419,7,11,1,76,241,2,38,0,0
610,1273,185,1351,431,7,11,1,78,246,3,38,0,0
611,1283,188,1365,446,7,11,1,82,258,4,38,0,0
612,1293,188,1376,448,7,11,1,83,260,5,38,0,0
613,1304,192,1391,465,7,11,1,87,273,6,38,0,0
614,1309,195,1399,475,7,11,1,90,280,7,38,0,0
615,1311,197,1405,489,7,11,1,94,292,8,38,0,0
616,1312,204,1411,511,7,11,1,99,307,9,38,0,0
617,1315,207,1417,520,7,11,1,102,313,10,38,0,0
618,1316,208,1423,536,7,11,1,107,328,11,38,0,0
619,1321,218,1430,553,7,11,1,109,335,12,38,0,0
620,1326,221,1436,559,7,11,1,110,338,13,38,0,0
621,1326,224,1441,578,7,11,1,115,354,14,38,0,0
622,1322,233,1442,601,7,11,1,120,368,15,38,0,0
623,1317,235,1440,611,7,11,1,123,376,16,38,0,0
624,1309,240,1439,640,7,11,1,130,400,17,38,0,0
625,1306,247,1440,663,7,11,1,134,416,18,38,0,0
626,1304,253,1441,675,7,11,1,137,422,19,38,0,0
627,1300,263,1445,710,7,11,1,145,447,20,38,0,0
628,1295,275,1445,735,7,11,1,150,460,21,38,0,0
629,1291,280,1442,742,7,11,1,151,462,22,38,0,0
630,1281,290,1445,793,7,11,1,164,503,23,38,0,0
631,1275,301,1447,827,7,11,1,172,526,24,38,0,0
632,1267,312,1443,844,7,11,1,176,532,25,38,0,0
633,1254,330,1447,911,7,11,1,193,581,26,38,0,0
634,1238,350,1437,948,7,11,1,199,598,27,38,0,0
635,1212,356,1421,980,7,11,1,209,624,28,38,0,0
636,1185,386,1407,1041,7,11,1,222,655,29,38,0,0
637,1166,403,1396,1072,7,11,1,230,669,30,38,0,0
638,1152,430,1381,1080,7,11,1,229,650,31,38,0,0
639,1133,477,1352,1080,7,11,1,219,603,32,38,0,0
640,1093,521,1305,1080,7,11,1,212,559,33,38,0,0
641,1030,560,1244,1080,7,11,1,214,520,34,38,0,0
642,993,640,1196,1079,7,11,1,203,439,35,38,0,0
643,972,713,1161,1077,7,11,1,189,364,36,38,0,0
644,938,820,1096,1076,7,11,1,158,256,37,38,0,0
645,923,868,1058,1080,7,11,1,135,212,38,38,1,0
737,1262,167,1304,359,8,11,1,42,192,0,29,0,1
738,1280,169,1323,361,8,11,1,43,192,1,29,0,0
739,1295,166,1338,358,8,11,1,43,192,2,29,0,0
740,1268,164,1310,353,8,11,1,42,189,3,29,0,0
741,1279,163,1322,351,8,11,1,43,188,4,29,0,0
742,1293,162,1335,341,8,11,1,42,179,5,29,0,0
743,1314,157,1356,334,8,11,1,42,177,6,29,0,0
744,1336,157,1380,333,8,11,1,44,176,7,29,0,0
745,1355,153,1401,336,8,11,1,46,183,8,29,0,0
746,1378,153,1427,343,8,11,1,49,190,9,29,0,0
747,1398,153,1447,338,8,11,1,49,185,10,29,0,0
748,1416,150,1466,335,8,11,1,50,185,11,29,0,0
749,1432,151,1481,331,8,11,1,49,180,12,29,0,0
750,1444,152,1491,327,8,11,1,47,175,13,29,0,0
751,1453,148,1501,326,8,11,1,48,178,14,29,0,0
752,1464,149,1511,323,8,11,1,47,174,15,29,0,0
753,1474,152,1520,321,8,11,1,46,169,16,29,0,0
754,1482,151,1528,320,8,11,1,46,169,17,29,0,0
755,1490,152,1535,315,8,11,1,45,163,18,29,0,0
756,1496,150,1541,309,8,11,1,45,159,19,29,0,0
757,1501,148,1545,303,8,11,1,44,155,20,29,0,0
758,1507,148,1550,302,8,11,1,43,154,21,29,0,0
759,1515,145,1557,296,8,11,1,42,151,22,29,0,0
760,1521,144,1564,295,8,11,1,43,151,23,29,0,0
761,1526,145,1568,296,8,11,1,42,151,24,29,0,0
762,1529,144,1570,293,8,11,1,41,149,25,29,0,0
763,1534,143,1573,283,8,11,1,39,140,26,29,0,0
764,1539,144,1577,281,8,11,1,38,137,27,29,0,0
765,1548,143,1584,273,8,11,1,36,130,28,29,0,0
766,1557,140,1595,276,8,11,1,38,136,29,29,1,0
740,1318,166,1377,356,9,11,1,59,190,0,29,0,1
