frame_num,x1,y1,x2,y2,track,hour,camera
4157,1359,229,1440,520,1,11,15
4158,1347,194,1436,514,1,11,15
4159,1333,182,1424,507,1,11,15
4160,1298,185,1386,494,1,11,15
4161,1273,180,1362,490,1,11,15
4162,1249,176,1335,473,1,11,15
4163,1225,175,1307,454,1,11,15
4164,1205,165,1289,448,1,11,15
4165,1188,166,1270,439,1,11,15
4166,1174,155,1256,430,1,11,15
4167,1168,154,1247,419,1,11,15
4168,1165,156,1243,413,1,11,15
4169,1164,149,1241,402,1,11,15
4170,1163,149,1238,393,1,11,15
4171,1166,144,1236,377,1,11,15
4172,1168,138,1240,373,1,11,15
4173,1174,139,1245,372,1,11,15
4174,1182,136,1251,359,1,11,15
4175,1190,138,1255,351,1,11,15
4176,1196,138,1257,339,1,11,15
4177,1201,138,1259,329,1,11,15
4178,1206,141,1262,324,1,11,15
4179,1211,139,1267,320,1,11,15
4180,1214,138,1269,315,1,11,15
4181,1215,134,1269,306,1,11,15
4182,1214,128,1268,299,1,11,15
4183,1215,129,1269,298,1,11,15
4184,1216,124,1270,292,1,11,15
4185,1217,124,1268,282,1,11,15
4186,1215,122,1267,283,1,11,15
4187,1215,118,1267,281,1,11,15
4188,1214,118,1266,279,1,11,15
4189,1213,114,1264,275,1,11,15
4190,1211,116,1260,270,1,11,15
4191,1204,115,1252,267,1,11,15
4192,1195,114,1243,262,1,11,15
4193,1185,114,1233,263,1,11,15
4194,1176,114,1222,259,1,11,15
4195,1170,113,1214,252,1,11,15
4196,1166,112,1209,248,1,11,15
4365,1,703,177,1075,2,11,15
4366,73,670,265,1072,2,11,15
4367,159,613,380,1074,2,11,15
4368,256,554,508,1073,2,11,15
4369,396,519,670,1071,2,11,15
4370,462,466,759,1065,2,11,15
4371,539,435,849,1066,2,11,15
4372,619,406,939,1063,2,11,15
4373,702,378,1031,1067,2,11,15
4374,782,363,1117,1068,2,11,15
4375,876,342,1191,1020,2,11,15
4376,950,324,1245,973,2,11,15
4377,1006,321,1289,945,2,11,15
4378,1105,310,1363,894,2,11,15
4379,1167,307,1421,892,2,11,15
4380,1247,303,1465,817,2,11,15
4381,1286,324,1486,814,2,11,15
4382,1356,309,1555,794,2,11,15
4382,1321,645,1404,819,3,11,15
5641,823,348,845,384,4,11,15
5642,821,347,845,385,4,11,15
5979,822,349,843,384,5,11,15
130,1867,931,1920,1073,1,11,10
131,1791,854,1920,1075,2,11,10
132,1727,820,1877,1075,2,11,10
133,1601,797,1788,1072,3,11,10
134,1419,771,1663,1072,4,11,10
135,1301,725,1581,1072,4,11,10
136,1179,706,1476,1074,4,11,10
137,1040,668,1365,1074,4,11,10
138,864,624,1223,1071,4,11,10
139,728,593,1110,1069,4,11,10
140,638,555,1048,1074,4,11,10
141,551,514,985,1075,4,11,10
142,482,497,913,1072,4,11,10
143,402,468,843,1077,4,11,10
144,343,448,783,1075,4,11,10
145,305,429,740,1075,4,11,10
146,291,404,690,1019,4,11,10
147,279,396,646,987,4,11,10
148,265,386,597,940,4,11,10
149,249,367,562,910,4,11,10
150,243,367,527,880,4,11,10
151,234,350,493,831,4,11,10
152,228,341,473,811,4,11,10
153,220,339,446,789,4,11,10
154,210,324,421,758,4,11,10
155,207,320,408,746,4,11,10
156,208,312,398,725,4,11,10
157,205,302,382,695,4,11,10
158,198,300,367,686,4,11,10
159,191,293,348,661,4,11,10
160,188,287,337,647,4,11,10
161,185,286,326,635,4,11,10
162,183,282,313,613,4,11,10
163,179,280,301,596,4,11,10
164,172,282,287,586,4,11,10
165,166,271,280,575,4,11,10
166,166,266,276,569,4,11,10
167,167,266,271,555,4,11,10
168,164,262,263,540,4,11,10
169,164,265,260,537,4,11,10
170,164,261,256,524,4,11,10
171,168,257,260,521,4,11,10
172,172,257,260,510,4,11,10
173,169,252,255,500,4,11,10
174,163,250,246,490,4,11,10
175,159,249,240,480,4,11,10
176,158,243,237,468,4,11,10
177,158,242,234,462,4,11,10
178,154,238,228,451,4,11,10
179,147,236,221,451,4,11,10
180,142,237,214,446,4,11,10
181,137,235,208,445,4,11,10
182,136,235,205,440,4,11,10
183,136,233,204,441,4,11,10
184,135,230,201,435,4,11,10
185,134,232,198,429,4,11,10
186,132,230,195,424,4,11,10
187,131,227,192,417,4,11,10
188,133,225,190,409,4,11,10
189,131,223,188,403,4,11,10
190,131,224,186,399,4,11,10
191,129,227,183,396,4,11,10
192,127,223,181,393,4,11,10
193,127,221,180,391,4,11,10
194,127,221,179,384,4,11,10
195,126,216,178,384,4,11,10
196,126,219,177,381,4,11,10
197,123,216,173,376,4,11,10
198,122,212,171,372,4,11,10
199,122,213,169,372,4,11,10
200,122,213,168,368,4,11,10
201,121,213,166,363,4,11,10
202,121,214,164,359,4,11,10
203,121,208,164,353,4,11,10
204,123,209,164,350,4,11,10
205,124,208,165,345,4,11,10
206,125,208,165,343,4,11,10
207,124,211,163,341,4,11,10
208,123,208,162,338,4,11,10
209,122,205,161,340,4,11,10
210,124,208,162,338,4,11,10
211,123,208,160,332,4,11,10
212,121,208,158,330,4,11,10
213,120,209,157,330,4,11,10
214,119,208,156,329,4,11,10
215,120,208,156,328,4,11,10
216,124,211,159,328,4,11,10
217,128,215,163,329,4,11,10
218,132,218,168,330,4,11,10
219,139,221,176,330,4,11,10
220,144,226,181,330,4,11,10
221,147,233,183,331,4,11,10
222,149,241,185,332,4,11,10
223,150,244,185,332,4,11,10
224,150,247,186,333,4,11,10
225,149,246,187,333,4,11,10
226,149,247,188,333,4,11,10
227,149,249,188,332,4,11,10
228,147,247,188,333,4,11,10
229,147,247,189,332,4,11,10
230,147,247,189,332,4,11,10
231,145,245,190,333,4,11,10
232,144,242,190,333,4,11,10
233,143,239,191,333,4,11,10
234,144,233,195,333,4,11,10
235,141,226,196,333,4,11,10
236,140,222,194,331,4,11,10
237,140,217,196,330,4,11,10
238,145,215,201,330,4,11,10
239,150,213,205,329,4,11,10
240,155,210,210,329,4,11,10
241,159,208,213,329,4,11,10
242,163,207,216,327,4,11,10
243,169,206,219,325,4,11,10
244,173,208,224,325,4,11,10
245,176,208,227,325,4,11,10
246,187,210,234,323,4,11,10
247,191,209,237,323,4,11,10
248,194,212,238,326,4,11,10
249,197,214,240,328,4,11,10
250,198,214,240,328,4,11,10
251,199,214,240,328,4,11,10
252,199,214,239,329,4,11,10
253,199,214,238,328,4,11,10
254,198,216,237,328,4,11,10
255,191,216,231,329,4,11,10
256,188,220,228,329,4,11,10
257,185,229,223,329,4,11,10
258,182,240,218,327,4,11,10
259,181,248,216,328,4,11,10
260,180,254,215,328,4,11,10
261,179,256,215,328,4,11,10
